user_id	post_name	u_interactions_f	u_text_f	u_topic_c	u_topic_o	u_sentiment_c	u_sentiment_f
1882	4891	72	84	12	[0.012979837134480476, 0.012979837134480476, 0.012979837134480476, 0.012979837134480476, 0.012979837134480476, 0.012979837134480476, 0.22728361189365387, 0.012979837134480476, 0.012979837134480476, 0.012979837134480476, 0.012979837134480476, 0.012979837134480476, 0.4069156348705292, 0.012979837134480476, 0.012979837134480476, 0.1321636587381363, 0.012979837134480476, 0.012979837134480476, 0.012979837134480476, 0.012979837134480476, 0.012979837134480476]	2	0.999723
1883	4890	74	91	18	[0.01441215816885233, 0.01441215816885233, 0.01441215816885233, 0.01441215816885233, 0.01441215816885233, 0.01441215816885233, 0.3428584039211273, 0.01441215816885233, 0.01441215816885233, 0.01441215816885233, 0.01441215816885233, 0.01441215816885233, 0.01441215816885233, 0.01441215816885233, 0.01441215816885233, 0.01441215816885233, 0.01441215816885233, 0.01441215816885233, 0.38331058621406555, 0.01441215816885233, 0.01441215816885233]	2	0.999986
1884	209	21	60	3	[0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.7135639786720276, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086, 0.01432180404663086]	2	0.931559
1885	4892	84	95	6	[0.012245962396264076, 0.012245962396264076, 0.012245962396264076, 0.012245962396264076, 0.012245962396264076, 0.0122459651902318, 0.4172263443470001, 0.012245962396264076, 0.012245962396264076, 0.012245962396264076, 0.012245962396264076, 0.012245962396264076, 0.08512311428785324, 0.012245962396264076, 0.012245962396264076, 0.012245962396264076, 0.012245962396264076, 0.27722325921058655, 0.012245962396264076, 0.012245962396264076, 0.012245962396264076]	2	0.999993
1886	208	11	61	16	[0.01445190142840147, 0.01445190142840147, 0.14470519125461578, 0.01445190142840147, 0.01445190142840147, 0.01445190142840147, 0.01445190142840147, 0.01445190142840147, 0.01445190142840147, 0.01445190142840147, 0.01445190142840147, 0.01445190142840147, 0.01445190142840147, 0.01445190142840147, 0.01445190142840147, 0.01445190142840147, 0.5807086229324341, 0.01445190142840147, 0.01445190142840147, 0.01445190142840147, 0.01445190142840147]	0	0.839427
1887	4888	84	69	17	[0.014074462465941906, 0.014074462465941906, 0.014074462465941906, 0.014074462465941906, 0.014074462465941906, 0.014074462465941906, 0.2520650327205658, 0.014074462465941906, 0.014074462465941906, 0.014074462465941906, 0.014074462465941906, 0.014074462465941906, 0.014074462465941906, 0.014074462465941906, 0.014074462465941906, 0.014074462465941906, 0.014074462465941906, 0.48052018880844116, 0.014074462465941906, 0.014074462465941906, 0.014074462465941906]	2	0.999408
1888	4896	61	81	8	[0.01348782517015934, 0.01348782517015934, 0.01348782517015934, 0.01348782517015934, 0.01348782517015934, 0.2600764334201813, 0.1902066171169281, 0.01348782517015934, 0.306936115026474, 0.01348782517015934, 0.01348782517015934, 0.01348782517015934, 0.01348782517015934, 0.01348782517015934, 0.013487826101481915, 0.01348782517015934, 0.01348782517015934, 0.01348782517015934, 0.01348782517015934, 0.01348782517015934, 0.01348782517015934]	2	0.997555
1889	4887	85	81	10	[0.014754477888345718, 0.014754477888345718, 0.014754477888345718, 0.014754477888345718, 0.014754477888345718, 0.1418827623128891, 0.1410025656223297, 0.014754477888345718, 0.014754477888345718, 0.014754477888345718, 0.2565576434135437, 0.014754477888345718, 0.014754477888345718, 0.014754477888345718, 0.014754477888345718, 0.20973093807697296, 0.014754477888345718, 0.014754477888345718, 0.014754477888345718, 0.014754477888345718, 0.014754477888345718]	2	0.989828
1890	207	35	63	16	[0.012464766390621662, 0.012464766390621662, 0.14802922308444977, 0.012464766390621662, 0.012464766390621662, 0.012464766390621662, 0.012464766390621662, 0.012464766390621662, 0.012464766390621662, 0.012464766390621662, 0.012464766390621662, 0.012464766390621662, 0.012464766390621662, 0.012464766390621662, 0.012464766390621662, 0.012464766390621662, 0.6151401996612549, 0.012464766390621662, 0.012464766390621662, 0.012464766390621662, 0.012464766390621662]	2	0.873861
1891	4884	91	202	11	[0.016123320907354355, 0.016123320907354355, 0.016123320907354355, 0.016123320907354355, 0.016123320907354355, 0.06612471491098404, 0.016123322769999504, 0.016123320907354355, 0.016123320907354355, 0.016123320907354355, 0.15799328684806824, 0.3002396523952484, 0.016123320907354355, 0.016123322769999504, 0.016123320907354355, 0.016123320907354355, 0.016123320907354355, 0.016123320907354355, 0.20154587924480438, 0.016123320907354355, 0.016123320907354355]	2	0.997236
1892	4886	55	81	12	[0.014010386541485786, 0.014010386541485786, 0.014010386541485786, 0.014010386541485786, 0.014010386541485786, 0.09508845955133438, 0.13093896210193634, 0.014010386541485786, 0.19399268925189972, 0.014010386541485786, 0.014010386541485786, 0.014010386541485786, 0.27090924978256226, 0.014010386541485786, 0.014010386541485786, 0.08490440994501114, 0.014010386541485786, 0.014010386541485786, 0.014010386541485786, 0.014010386541485786, 0.014010386541485786]	2	0.999992
1893	4883	69	321	16	[0.017168113961815834, 0.017168113961815834, 0.017168117687106133, 0.017168113961815834, 0.017168119549751282, 0.017168113961815834, 0.17606303095817566, 0.11525549739599228, 0.017168113961815834, 0.017168113961815834, 0.05472394451498985, 0.017168115824460983, 0.017168113961815834, 0.017168113961815834, 0.017168117687106133, 0.017168113961815834, 0.3175397515296936, 0.0617278516292572, 0.01716814562678337, 0.017168113961815834, 0.017168119549751282]	2	0.993045
1894	4882	57	73	19	[0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.09544390439987183, 0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.012199998833239079, 0.6727561354637146, 0.012199998833239079]	2	0.99977
1895	4881	11	88	6	[0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.6981773972511292, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147, 0.015091131441295147]	2	0.936337
1896	4885	43	67	14	[0.014086536131799221, 0.014086536131799221, 0.014086536131799221, 0.014086536131799221, 0.014086536131799221, 0.014086536131799221, 0.11677706986665726, 0.014086536131799221, 0.014086536131799221, 0.014086536131799221, 0.014086536131799221, 0.014086536131799221, 0.014086536131799221, 0.014086536131799221, 0.6155787110328674, 0.014086536131799221, 0.014086536131799221, 0.014086536131799221, 0.014086536131799221, 0.014086536131799221, 0.014086536131799221]	2	0.99997
1897	4880	76	93	6	[0.09688320755958557, 0.012456487864255905, 0.012456487864255905, 0.012456487864255905, 0.26693692803382874, 0.012456487864255905, 0.3103599548339844, 0.012456487864255905, 0.012456487864255905, 0.012456487864255905, 0.012456487864255905, 0.11405962705612183, 0.012456487864255905, 0.012456487864255905, 0.012456487864255905, 0.012456487864255905, 0.012456487864255905, 0.012456487864255905, 0.012456487864255905, 0.012456487864255905, 0.012456487864255905]	2	0.978038
1898	4889	76	83	6	[0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.7409038543701172, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511, 0.01295480690896511]	2	0.999902
1899	4878	57	82	17	[0.013157766312360764, 0.013157766312360764, 0.013157766312360764, 0.013157766312360764, 0.013157766312360764, 0.013157766312360764, 0.19688040018081665, 0.013157766312360764, 0.013157766312360764, 0.013157766312360764, 0.013157766312360764, 0.013157766312360764, 0.013157766312360764, 0.013157766312360764, 0.013157766312360764, 0.013157766312360764, 0.013157766312360764, 0.5531220436096191, 0.013157766312360764, 0.013157766312360764, 0.013157766312360764]	2	0.999364
1900	4879	55	227	6	[0.028594929724931717, 0.028594929724931717, 0.02859497256577015, 0.028594929724931717, 0.028594937175512314, 0.028594929724931717, 0.19816528260707855, 0.028595024719834328, 0.028594929724931717, 0.028594929724931717, 0.028594929724931717, 0.18860402703285217, 0.028594935312867165, 0.028594929724931717, 0.028594929724931717, 0.028594929724931717, 0.09852181375026703, 0.028594929724931717, 0.028594929724931717, 0.028594929724931717, 0.028594929724931717]	2	0.986052
1901	4877	68	85	6	[0.12489081174135208, 0.012748606503009796, 0.012748606503009796, 0.012748606503009796, 0.17114460468292236, 0.012748606503009796, 0.3596573770046234, 0.012748606503009796, 0.012748606503009796, 0.012748606503009796, 0.012748606503009796, 0.12758088111877441, 0.012748606503009796, 0.012748606503009796, 0.012748606503009796, 0.012748606503009796, 0.012748606503009796, 0.012748606503009796, 0.012748606503009796, 0.012748606503009796, 0.012748606503009796]	2	0.999924
1902	4876	87	77	6	[0.015118452720344067, 0.015118452720344067, 0.015118452720344067, 0.015118452720344067, 0.015118452720344067, 0.015118452720344067, 0.45117685198783875, 0.015118452720344067, 0.015118452720344067, 0.015118452720344067, 0.015118452720344067, 0.015118452720344067, 0.015118452720344067, 0.015118452720344067, 0.015118452720344067, 0.015118452720344067, 0.015118452720344067, 0.2615725100040436, 0.015118452720344067, 0.015118452720344067, 0.015118452720344067]	2	0.999319
1903	4875	84	87	1	[0.01521668117493391, 0.3937368392944336, 0.01521668117493391, 0.01521668117493391, 0.01521668117493391, 0.01521668117493391, 0.12055803090333939, 0.01521668117493391, 0.2118048369884491, 0.01521668117493391, 0.01521668117493391, 0.01521668117493391, 0.01521668117493391, 0.01521668117493391, 0.01521668117493391, 0.01521668117493391, 0.01521668117493391, 0.01521668117493391, 0.01521668117493391, 0.01521668117493391, 0.01521668117493391]	2	0.992033
1904	4874	49	91	1	[0.012121662497520447, 0.7575667500495911, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447, 0.012121662497520447]	2	0.980507
1905	206	13	58	11	[0.01620020531117916, 0.01620020531117916, 0.01620020531117916, 0.01620020531117916, 0.01620020531117916, 0.01620020531117916, 0.01620020531117916, 0.01620020531117916, 0.01620020531117916, 0.01620020531117916, 0.01620020531117916, 0.5706698298454285, 0.01620020531117916, 0.01620020531117916, 0.12152621895074844, 0.01620020531117916, 0.01620020531117916, 0.01620020531117916, 0.01620020531117916, 0.01620020531117916, 0.01620021089911461]	1	0.0
1906	205	14	45	3	[0.016315147280693054, 0.016315147280693054, 0.016315147280693054, 0.5693649649620056, 0.016315147280693054, 0.016315147280693054, 0.016315147280693054, 0.016315147280693054, 0.12064727395772934, 0.016315147280693054, 0.016315147280693054, 0.016315147280693054, 0.016315147280693054, 0.016315147280693054, 0.016315147280693054, 0.016315147280693054, 0.016315147280693054, 0.016315147280693054, 0.016315147280693054, 0.016315147280693054, 0.016315147280693054]	2	0.894173
1907	4873	74	84	10	[0.013782517984509468, 0.013782517984509468, 0.013782517984509468, 0.013782517984509468, 0.013782517984509468, 0.013782517984509468, 0.2790985107421875, 0.013782517984509468, 0.013782517984509468, 0.013782517984509468, 0.4590336084365845, 0.013782517984509468, 0.013782517984509468, 0.013782517984509468, 0.013782517984509468, 0.013782517984509468, 0.013782517984509468, 0.013782517984509468, 0.013782517984509468, 0.013782517984509468, 0.013782517984509468]	2	0.999899
1908	204	10	55	18	[0.015495521947741508, 0.015495521947741508, 0.18845932185649872, 0.015495521947741508, 0.015495521947741508, 0.015495521947741508, 0.015495521947741508, 0.015495521947741508, 0.015495521947741508, 0.015495521947741508, 0.015495521947741508, 0.015495521947741508, 0.015495521947741508, 0.015495521947741508, 0.015495521947741508, 0.015495521947741508, 0.015495521947741508, 0.015495521947741508, 0.5171257257461548, 0.015495521947741508, 0.015495521947741508]	1	0.0
1909	203	10	39	17	[0.01367506105452776, 0.01367506105452776, 0.01367506105452776, 0.01367506105452776, 0.12160830199718475, 0.01367506105452776, 0.01367506105452776, 0.01367506105452776, 0.01367506105452776, 0.01367506105452776, 0.01367506105452776, 0.01367506105452776, 0.01367506105452776, 0.01367506105452776, 0.01367506105452776, 0.01367506105452776, 0.01367506105452776, 0.5189343690872192, 0.01367506105452776, 0.11330617964267731, 0.01367506105452776]	1	0.0
1910	4872	44	87	14	[0.014260542578995228, 0.014260542578995228, 0.014260542578995228, 0.014260542578995228, 0.014260542578995228, 0.014260542578995228, 0.014260543510317802, 0.014260542578995228, 0.014260542578995228, 0.014260542578995228, 0.014260542578995228, 0.014260542578995228, 0.3236331045627594, 0.014260542578995228, 0.4054166078567505, 0.014260542578995228, 0.014260542578995228, 0.014260542578995228, 0.014260542578995228, 0.014260542578995228, 0.014260542578995228]	2	0.999244
1911	4870	57	91	1	[0.012121661566197872, 0.7575668096542358, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872, 0.012121661566197872]	2	0.980507
1912	200	11	71	10	[0.014479977078735828, 0.014479977078735828, 0.014479977078735828, 0.014479977078735828, 0.014479977078735828, 0.014479977078735828, 0.014479977078735828, 0.014479977078735828, 0.014479977078735828, 0.014479977078735828, 0.5885422825813293, 0.014479977078735828, 0.014479977078735828, 0.014479977078735828, 0.014479977078735828, 0.014479977078735828, 0.014479978010058403, 0.014479977078735828, 0.014479977078735828, 0.014479977078735828, 0.13633818924427032]	2	0.9133
1913	4869	61	84	10	[0.01378252450376749, 0.01378252450376749, 0.01378252450376749, 0.01378252450376749, 0.01378252450376749, 0.01378252450376749, 0.2795168161392212, 0.01378252450376749, 0.01378252450376749, 0.01378252450376749, 0.458615243434906, 0.01378252450376749, 0.01378252450376749, 0.01378252450376749, 0.01378252450376749, 0.01378252450376749, 0.01378252450376749, 0.01378252450376749, 0.01378252450376749, 0.01378252450376749, 0.01378252450376749]	2	0.999899
1914	4871	80	81	0	[0.5135632157325745, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.21640339493751526, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952, 0.014212285168468952]	2	0.996251
1915	4866	74	321	16	[0.01716344617307186, 0.01716344617307186, 0.01716344803571701, 0.01716344617307186, 0.01716344989836216, 0.01716344617307186, 0.1760011911392212, 0.11522373557090759, 0.01716344617307186, 0.01716344617307186, 0.05484704300761223, 0.01716344617307186, 0.01716344617307186, 0.01716344617307186, 0.01716344803571701, 0.01716344617307186, 0.3174547851085663, 0.06185806542634964, 0.017163479700684547, 0.01716344617307186, 0.01716344989836216]	2	0.993045
