user_id	post_name	u_interactions_f	u_text_f	u_topic_c	u_topic_o	u_sentiment_c	u_sentiment_f
1163	5422	50	65	5	[0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.5899515151977539, 0.12674245238304138, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657, 0.014910846948623657]	2	0.999692
1164	426	19	43	9	[0.012003271840512753, 0.012003271840512753, 0.1490768939256668, 0.012003271840512753, 0.012003271840512753, 0.012003271840512753, 0.012003271840512753, 0.012003271840512753, 0.012003271840512753, 0.40961557626724243, 0.012003271840512753, 0.012003271840512753, 0.012003271840512753, 0.012003271840512753, 0.15022191405296326, 0.012003271840512753, 0.012003271840512753, 0.012003271840512753, 0.08702998608350754, 0.012003271840512753, 0.012003271840512753]	0	0.87723
1165	5421	24	63	0	[0.47444984316825867, 0.012798048555850983, 0.012798048555850983, 0.012798048555850983, 0.012798048555850983, 0.012798048555850983, 0.08972079306840897, 0.012798048555850983, 0.012798048555850983, 0.012798048555850983, 0.012798048555850983, 0.012798048555850983, 0.012798048555850983, 0.012798048555850983, 0.012798048555850983, 0.012798048555850983, 0.20546449720859528, 0.012798048555850983, 0.012798048555850983, 0.012798048555850983, 0.012798048555850983]	2	0.999946
1166	5420	41	74	6	[0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.7321449518203735, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293, 0.013392752036452293]	2	0.99999
1167	5418	18	65	6	[0.01423424482345581, 0.35225534439086914, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581, 0.37729400396347046, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581, 0.01423424482345581]	2	0.994819
1168	5419	60	90	11	[0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770271696150303, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.7645946145057678, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728]	2	0.999915
1169	425	9	82	10	[0.013649990782141685, 0.013649990782141685, 0.013649990782141685, 0.013649990782141685, 0.013649990782141685, 0.013649990782141685, 0.10257543623447418, 0.013649990782141685, 0.013649990782141685, 0.013649990782141685, 0.6380747556686401, 0.013649990782141685, 0.013649990782141685, 0.013649990782141685, 0.013649990782141685, 0.013649990782141685, 0.013649990782141685, 0.013649990782141685, 0.013649990782141685, 0.013649990782141685, 0.013649990782141685]	0	0.98698
1170	5417	55	111	10	[0.014034145511686802, 0.014034145511686802, 0.014034145511686802, 0.014034145511686802, 0.014034145511686802, 0.014034145511686802, 0.01403415109962225, 0.014034145511686802, 0.014034145511686802, 0.014034145511686802, 0.4267946481704712, 0.014034145511686802, 0.014034145511686802, 0.014034145511686802, 0.014034145511686802, 0.014034145511686802, 0.014034145511686802, 0.014034145511686802, 0.18036454916000366, 0.14022618532180786, 0.014034145511686802]	2	0.994776
1171	5415	30	83	13	[0.011663535609841347, 0.011663535609841347, 0.011663535609841347, 0.011663535609841347, 0.011663535609841347, 0.011663535609841347, 0.09219767898321152, 0.07078937441110611, 0.011663535609841347, 0.011663535609841347, 0.06493598967790604, 0.011663535609841347, 0.011663535609841347, 0.573796808719635, 0.011663535609841347, 0.011663535609841347, 0.011663535609841347, 0.011663535609841347, 0.011663535609841347, 0.011663535609841347, 0.011663535609841347]	2	0.998145
1172	5414	48	72	6	[0.012842345982789993, 0.012842345982789993, 0.13649538159370422, 0.012842345982789993, 0.012842345982789993, 0.012842345982789993, 0.33145174384117126, 0.1533239185810089, 0.012842345982789993, 0.012842345982789993, 0.012842345982789993, 0.012842345982789993, 0.012842345982789993, 0.012842345982789993, 0.012842345982789993, 0.012842345982789993, 0.16040904819965363, 0.012842345982789993, 0.012842345982789993, 0.012842345982789993, 0.012842345982789993]	2	0.999965
1173	424	20	25	14	[0.014582613483071327, 0.014582613483071327, 0.014582613483071327, 0.014582613483071327, 0.014582613483071327, 0.014582613483071327, 0.10572677105665207, 0.014582613483071327, 0.014582613483071327, 0.014582613483071327, 0.014582613483071327, 0.014582613483071327, 0.014582613483071327, 0.014582613483071327, 0.5071750283241272, 0.014582613483071327, 0.014582614414393902, 0.014582613483071327, 0.014582613483071327, 0.014582613483071327, 0.12461117655038834]	0	0.83872
1174	5416	80	89	13	[0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.12555763125419617, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.614714503288269, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345]	2	0.994982
1175	5412	33	71	11	[0.016388125717639923, 0.016388125717639923, 0.016388125717639923, 0.016388125717639923, 0.016388125717639923, 0.016388125717639923, 0.22690469026565552, 0.016388125717639923, 0.016388125717639923, 0.016388125717639923, 0.016388125717639923, 0.46172094345092773, 0.016388125717639923, 0.016388125717639923, 0.016388125717639923, 0.016388125717639923, 0.016388125717639923, 0.016388125717639923, 0.016388125717639923, 0.016388125717639923, 0.016388125717639923]	2	0.998251
1176	5430	37	61	0	[0.36449679732322693, 0.01535677257925272, 0.01535677257925272, 0.01535677257925272, 0.01535677257925272, 0.01535677257925272, 0.16534794867038727, 0.01535677257925272, 0.01535677257925272, 0.01535677257925272, 0.01535677257925272, 0.01535677257925272, 0.01535677257925272, 0.1937333643436432, 0.01535677257925272, 0.01535677257925272, 0.01535677257925272, 0.01535677257925272, 0.01535677257925272, 0.01535677257925272, 0.01535677257925272]	2	0.999986
1177	423	9	22	2	[0.02380981296300888, 0.02380981296300888, 0.5238037109375, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888, 0.02380981296300888]	0	0.853758
1178	5409	42	71	16	[0.01260819099843502, 0.01260819099843502, 0.01260819099843502, 0.01260819099843502, 0.01260819099843502, 0.01260819099843502, 0.11867579817771912, 0.01260819099843502, 0.01260819099843502, 0.01260819099843502, 0.01260819099843502, 0.01260819099843502, 0.01260819099843502, 0.01260819099843502, 0.01260819099843502, 0.01260819099843502, 0.6417685151100159, 0.01260819099843502, 0.01260819099843502, 0.01260819099843502, 0.01260819099843502]	2	0.999868
1179	5410	60	94	10	[0.13737230002880096, 0.011843468062579632, 0.011843468062579632, 0.07022950798273087, 0.11081397533416748, 0.011843468062579632, 0.011843468062579632, 0.011843468062579632, 0.011843468062579632, 0.011843468062579632, 0.31032687425613403, 0.011843468062579632, 0.011843468062579632, 0.011843468062579632, 0.011843468062579632, 0.011843468062579632, 0.18176186084747314, 0.011843468062579632, 0.011843468062579632, 0.011843468062579632, 0.011843468062579632]	2	0.99996
1180	5411	52	127	3	[0.015155036002397537, 0.015155036002397537, 0.015155036002397537, 0.46979811787605286, 0.015155036002397537, 0.015155036002397537, 0.14679555594921112, 0.015155036002397537, 0.015155036002397537, 0.015155036002397537, 0.015155036002397537, 0.015155036002397537, 0.015155036002397537, 0.015155036002397537, 0.015155036002397537, 0.015155036002397537, 0.11061568558216095, 0.015155036002397537, 0.015155036002397537, 0.015155036002397537, 0.015155036002397537]	2	0.999974
1181	5413	76	129	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6473458409309387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16973669826984406, 0.0, 0.0, 0.0, 0.0]	2	0.999989
1182	5408	69	91	11	[0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770270764827728, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.764594554901123, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154]	2	0.999915
1183	729	5	271	20	[0.07062562555074692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7595899105072021]	2	0.999985
1184	5407	82	88	3	[0.013332590460777283, 0.013332590460777283, 0.013332590460777283, 0.2980640232563019, 0.013332590460777283, 0.013332590460777283, 0.20026855170726776, 0.013332590460777283, 0.013332590460777283, 0.013332590460777283, 0.013332590460777283, 0.013332590460777283, 0.013332590460777283, 0.013332590460777283, 0.013332590460777283, 0.013332590460777283, 0.013332590460777283, 0.26168081164360046, 0.013332590460777283, 0.013332590460777283, 0.013332590460777283]	2	0.999888
1185	2652	5	41	17	[0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019, 0.7115541100502014, 0.014422295615077019, 0.014422295615077019, 0.014422295615077019]	0	0.999696
1186	5406	59	90	11	[0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770271696150303, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.764594554901123, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728]	2	0.999915
1187	422	9	64	14	[0.012376411817967892, 0.012376411817967892, 0.012376411817967892, 0.012376411817967892, 0.012376411817967892, 0.012376411817967892, 0.012376411817967892, 0.012376411817967892, 0.012376411817967892, 0.012376411817967892, 0.012376411817967892, 0.012376411817967892, 0.012376411817967892, 0.08174780011177063, 0.6053134202957153, 0.09016338735818863, 0.012376411817967892, 0.012376411817967892, 0.012376411817967892, 0.012376411817967892, 0.012376411817967892]	1	0.503204
1188	5405	31	269	17	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08881522715091705, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7589535117149353, 0.0, 0.0, 0.0]	2	0.99926
1189	5404	24	83	6	[0.012170391157269478, 0.012170391157269478, 0.012170391157269478, 0.012170391157269478, 0.012170391157269478, 0.012170391157269478, 0.3588137924671173, 0.012170391157269478, 0.012170391157269478, 0.012170391157269478, 0.012170391157269478, 0.012170391157269478, 0.012170391157269478, 0.012170391157269478, 0.012170391157269478, 0.012170391157269478, 0.012170391157269478, 0.32101258635520935, 0.10110661387443542, 0.012170391157269478, 0.012170391157269478]	2	0.999904
1190	5403	55	90	11	[0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770271696150303, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.7645946145057678, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728]	2	0.999915
1191	421	35	55	15	[0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.14249718189239502, 0.5620518922805786, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521, 0.015550048090517521]	0	0.959186
1192	5401	25	79	9	[0.08391117304563522, 0.01218353770673275, 0.01218353770673275, 0.01218353770673275, 0.01218353770673275, 0.01218353770673275, 0.2648478150367737, 0.01218353770673275, 0.01218353770673275, 0.4319373667240143, 0.01218353770673275, 0.01218353770673275, 0.01218353770673275, 0.01218353770673275, 0.01218353770673275, 0.01218353770673275, 0.01218353770673275, 0.01218353770673275, 0.01218353770673275, 0.01218353770673275, 0.01218353770673275]	2	0.999844
1193	5400	72	97	20	[0.011115028522908688, 0.011115028522908688, 0.011115028522908688, 0.011115028522908688, 0.16214615106582642, 0.011115028522908688, 0.2678259313106537, 0.011115028522908688, 0.011115028522908688, 0.011115028522908688, 0.011115028522908688, 0.011115028522908688, 0.011115028522908688, 0.011115028522908688, 0.011115028522908688, 0.011115028522908688, 0.011115028522908688, 0.011115028522908688, 0.011115029454231262, 0.011115028522908688, 0.3699573874473572]	2	0.998685
1194	5402	69	87	18	[0.014075337909162045, 0.014075337909162045, 0.014075337909162045, 0.014075337909162045, 0.014075337909162045, 0.014075337909162045, 0.35188597440719604, 0.014075337909162045, 0.014075337909162045, 0.014075337909162045, 0.014075337909162045, 0.014075337909162045, 0.014075337909162045, 0.014075337909162045, 0.014075337909162045, 0.014075337909162045, 0.014075337909162045, 0.014075337909162045, 0.3806825578212738, 0.014075337909162045, 0.014075337909162045]	2	0.99951
1195	5399	46	152	6	[0.012682703323662281, 0.04894142597913742, 0.012682703323662281, 0.06601037830114365, 0.10892890393733978, 0.012682703323662281, 0.26280805468559265, 0.012682703323662281, 0.012682703323662281, 0.012682703323662281, 0.10610496252775192, 0.05600022152066231, 0.012682703323662281, 0.012682703323662281, 0.012682730332016945, 0.012682703323662281, 0.012682706117630005, 0.012682703323662281, 0.1736481487751007, 0.012682703323662281, 0.012682703323662281]	2	0.943135
1196	420	5	27	2	[0.0168564785271883, 0.0168564785271883, 0.662870466709137, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883, 0.0168564785271883]	2	0.9382
1197	5398	27	91	11	[0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770271696150303, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.7645946145057678, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728, 0.011770270764827728]	2	0.999915
1198	5397	25	269	17	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08881533145904541, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7589530944824219, 0.0, 0.0, 0.0]	2	0.99926
1199	5396	74	89	13	[0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.12555763125419617, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.614714503288269, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345, 0.013669888488948345]	2	0.994982
1200	5394	64	129	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6473458409309387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16973671317100525, 0.0, 0.0, 0.0, 0.0]	2	0.999989
1201	5393	41	311	10	[0.01653716154396534, 0.01653716154396534, 0.01653716154396534, 0.01653716154396534, 0.01653716154396534, 0.01653716154396534, 0.1275470107793808, 0.01653716340661049, 0.01653716154396534, 0.01653716154396534, 0.3088654577732086, 0.09939135611057281, 0.01653716154396534, 0.01653716154396534, 0.01653716154396534, 0.01653716154396534, 0.18306440114974976, 0.016537165269255638, 0.01653720811009407, 0.01653716154396534, 0.01653716154396534]	2	0.999017
1202	5395	55	61	0	[0.3644832670688629, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.16536156833171844, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.1937333196401596, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421]	2	0.999986
1203	5392	55	90	11	[0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770270764827728, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.764594554901123, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154, 0.011770269833505154]	2	0.999915
1204	5391	45	75	2	[0.11858975887298584, 0.013110106810927391, 0.6323181986808777, 0.013110106810927391, 0.013110106810927391, 0.013110106810927391, 0.013110117055475712, 0.013110106810927391, 0.01311011053621769, 0.013110106810927391, 0.013110107742249966, 0.013110106810927391, 0.013110106810927391, 0.013110106810927391, 0.013110107742249966, 0.013110106810927391, 0.013110107742249966, 0.013110106810927391, 0.013110106810927391, 0.013110106810927391, 0.01311010867357254]	2	0.995411
1205	418	6	61	10	[0.01312551461160183, 0.01312551461160183, 0.01312551461160183, 0.01312551461160183, 0.01312551461160183, 0.01312551461160183, 0.06095169112086296, 0.01312551461160183, 0.01312551461160183, 0.01312551461160183, 0.6896635293960571, 0.01312551461160183, 0.01312551461160183, 0.01312551461160183, 0.01312551461160183, 0.01312551461160183, 0.01312551461160183, 0.01312551461160183, 0.01312551461160183, 0.01312551461160183, 0.01312551461160183]	0	0.984527
1206	5390	73	201	18	[0.013022467494010925, 0.013022467494010925, 0.09865255653858185, 0.013022467494010925, 0.013022467494010925, 0.013022467494010925, 0.04035065695643425, 0.09047005325555801, 0.0130224684253335, 0.013022467494010925, 0.2285114824771881, 0.11668498814105988, 0.013022467494010925, 0.0130224684253335, 0.013022467494010925, 0.013022467494010925, 0.013022467494010925, 0.013022467494010925, 0.2299932837486267, 0.013022467494010925, 0.013022467494010925]	2	0.999942
1207	5389	33	82	10	[0.08768139779567719, 0.012365337461233139, 0.012365337461233139, 0.012365337461233139, 0.012365337461233139, 0.012365337461233139, 0.22675056755542755, 0.012365337461233139, 0.012365337461233139, 0.012365337461233139, 0.46299198269844055, 0.012365337461233139, 0.012365337461233139, 0.012365337461233139, 0.012365337461233139, 0.012365337461233139, 0.012365337461233139, 0.012365337461233139, 0.012365337461233139, 0.012365337461233139, 0.012365337461233139]	2	0.999895
1208	5388	30	90	6	[0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.747768759727478, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703, 0.012611563317477703]	2	0.999899
1209	2651	19	57	8	[0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.27480876445770264, 0.4073181748390198, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055, 0.016730161383748055]	0	0.915844
1210	5387	68	55	2	[0.016072796657681465, 0.016072796657681465, 0.26147112250328064, 0.016072796657681465, 0.016072796657681465, 0.016072796657681465, 0.25707560777664185, 0.016072796657681465, 0.016072796657681465, 0.016072796657681465, 0.016072796657681465, 0.016072796657681465, 0.016072796657681465, 0.016072796657681465, 0.016072796657681465, 0.016072796657681465, 0.016072796657681465, 0.016072796657681465, 0.016072796657681465, 0.19214290380477905, 0.016072796657681465]	2	0.999891
1211	5386	24	65	11	[0.01399210374802351, 0.01399210374802351, 0.01399210374802351, 0.01399210374802351, 0.01399210374802351, 0.01399210374802351, 0.01399210561066866, 0.01399210374802351, 0.01399210374802351, 0.01399210374802351, 0.01399210374802351, 0.7201579213142395, 0.01399210374802351, 0.01399210374802351, 0.01399210374802351, 0.01399210561066866, 0.01399210374802351, 0.01399210374802351, 0.01399210374802351, 0.01399210561066866, 0.01399210374802351]	2	0.999782
1212	5385	54	103	14	[0.011160708032548428, 0.011160708032548428, 0.011160708032548428, 0.011160708032548428, 0.011160708032548428, 0.011160708032548428, 0.2596532106399536, 0.011160708032548428, 0.011160708032548428, 0.011160708032548428, 0.011160708032548428, 0.011160708032548428, 0.011160708032548428, 0.011160708032548428, 0.5282933115959167, 0.011160708032548428, 0.011160708032548428, 0.011160708032548428, 0.011160708032548428, 0.011160708032548428, 0.011160708032548428]	2	0.99994
1213	5384	79	117	14	[0.011259551160037518, 0.011259551160037518, 0.011259551160037518, 0.011259551160037518, 0.011259551160037518, 0.011259551160037518, 0.3753714859485626, 0.011259551160037518, 0.011259551160037518, 0.011259551160037518, 0.011259551160037518, 0.011259551160037518, 0.011259551160037518, 0.011259551160037518, 0.41069701313972473, 0.011259551160037518, 0.011259551160037518, 0.011259551160037518, 0.011259551160037518, 0.011259551160037518, 0.011259551160037518]	2	0.99999
1214	5383	14	318	7	[0.02014785446226597, 0.02014785446226597, 0.1211588904261589, 0.02014785446226597, 0.02014785446226597, 0.02014785446226597, 0.020147889852523804, 0.17589755356311798, 0.02014785446226597, 0.02014785446226597, 0.09536387771368027, 0.02014785446226597, 0.02014785446226597, 0.02014785446226597, 0.02014785446226597, 0.02014785446226597, 0.020147856324911118, 0.02014785446226597, 0.15920448303222656, 0.02014785446226597, 0.1260095238685608]	2	0.999664
1215	5382	13	107	13	[0.012297210283577442, 0.012297210283577442, 0.012297210283577442, 0.012297210283577442, 0.012297210283577442, 0.012297210283577442, 0.14277727901935577, 0.012297210283577442, 0.012297210283577442, 0.012297210283577442, 0.012297210283577442, 0.012297210283577442, 0.012297210283577442, 0.623575747013092, 0.012297210283577442, 0.012297210283577442, 0.012297210283577442, 0.012297210283577442, 0.012297210283577442, 0.012297210283577442, 0.012297210283577442]	2	0.999847
1216	5381	82	113	3	[0.012234206311404705, 0.012234206311404705, 0.012234206311404705, 0.4727494716644287, 0.012234206311404705, 0.012234206311404705, 0.2948005795478821, 0.012234206311404705, 0.012234206311404705, 0.012234206311404705, 0.012234206311404705, 0.012234206311404705, 0.012234206311404705, 0.012234206311404705, 0.012234206311404705, 0.012234206311404705, 0.012234206311404705, 0.012234206311404705, 0.012234206311404705, 0.012234206311404705, 0.01223420724272728]	2	0.999637
1217	5380	15	103	14	[0.010687814094126225, 0.010687814094126225, 0.010687814094126225, 0.010687814094126225, 0.010687814094126225, 0.010687814094126225, 0.25350719690322876, 0.010687814094126225, 0.06638294458389282, 0.010687814094126225, 0.010687814094126225, 0.010687814094126225, 0.010687814094126225, 0.010687814094126225, 0.35461580753326416, 0.010687814094126225, 0.010687814094126225, 0.010687814094126225, 0.1438012421131134, 0.010687814094126225, 0.010687814094126225]	2	0.999991
1218	5379	38	84	17	[0.11056655645370483, 0.01162821426987648, 0.01162821426987648, 0.01162821426987648, 0.01162821426987648, 0.01162821426987648, 0.011628221720457077, 0.01162821426987648, 0.01162821613252163, 0.01162821426987648, 0.011628215201199055, 0.01162821426987648, 0.01162821426987648, 0.01162821426987648, 0.01162821426987648, 0.01162821426987648, 0.01162821426987648, 0.6684973239898682, 0.01162821426987648, 0.01162821426987648, 0.011628215201199055]	2	0.996615
1219	5378	48	337	6	[0.026196401566267014, 0.026196401566267014, 0.026196401566267014, 0.026196405291557312, 0.026196809485554695, 0.026196567341685295, 0.2649267315864563, 0.026196401566267014, 0.026196876540780067, 0.026196401566267014, 0.026196401566267014, 0.026196544989943504, 0.026196401566267014, 0.026196401566267014, 0.026196401566267014, 0.23734037578105927, 0.026196429505944252, 0.026196425780653954, 0.02619640901684761, 0.026196401566267014, 0.026196401566267014]	2	0.998638
1220	5377	62	117	6	[0.010215151123702526, 0.052255578339099884, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526, 0.7536565065383911, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526, 0.010215151123702526]	2	0.999987
1221	5375	5	122	6	[0.01658574678003788, 0.01658574678003788, 0.01658574678003788, 0.01658574678003788, 0.01658574678003788, 0.01658574678003788, 0.42921048402786255, 0.09551107883453369, 0.10019087791442871, 0.01658574678003788, 0.09312987327575684, 0.01658574678003788, 0.01658574678003788, 0.01658574678003788, 0.01658574678003788, 0.01658574678003788, 0.01658574678003788, 0.01658574678003788, 0.01658574678003788, 0.01658574678003788, 0.01658574678003788]	2	0.999864
1222	5374	58	60	0	[0.3644772469997406, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.16536760330200195, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.19373328983783722, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421, 0.015356768853962421]	2	0.999986
1223	5376	59	118	14	[0.011334341019392014, 0.011334341019392014, 0.011334341019392014, 0.011334341019392014, 0.011334341019392014, 0.011334341019392014, 0.10190664231777191, 0.011334341019392014, 0.011334341019392014, 0.011334341019392014, 0.07114900648593903, 0.011334341019392014, 0.011334341019392014, 0.011334341019392014, 0.6229262351989746, 0.011334341019392014, 0.011334341019392014, 0.011334341019392014, 0.011334341019392014, 0.011334341019392014, 0.011334341019392014]	2	0.985496
1224	2650	8	41	11	[0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.7416463494300842, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789, 0.012917682528495789]	1	0.0
