item_id	i_posts_f	i_interactions_f	i_friends_f	i_topic_o	i_topic1_c	i_topic1_f	i_topic2_c	i_topic2_f
3852	0	8	2445.0	[0.014434475218877196, 0.1000691136578098, 0.014434475218877196, 0.05002590431831777, 0.04442907765042037, 0.014434475218877196, 0.30164430662989616, 0.014434475218877196, 0.026481669745408, 0.014434475218877196, 0.014434475568123162, 0.03569150622934103, 0.014434475218877196, 0.06670185772236437, 0.1186990006826818, 0.014434475218877196, 0.014434475218877196, 0.045478002866730094, 0.05200033774599433, 0.014434475218877196, 0.014434475218877196]	6.0	0.30164430662989616	14.0	0.1186990006826818
3853	0	16	5827.0	[0.0416440722765401, 0.03261853090953082, 0.04600971442414448, 0.05417592788580805, 0.041511958348564804, 0.024297301948536187, 0.312964249169454, 0.05142144038109109, 0.022561135760042816, 0.013690818916074932, 0.05739844054915011, 0.03388143045594916, 0.021781619056127965, 0.042766813829075545, 0.013690819032490253, 0.013690818916074932, 0.04008943890221417, 0.013690818916074932, 0.06839086557738483, 0.02517322829226032, 0.018851713160984218]	6.0	0.312964249169454	18.0	0.06839086557738483
3854	0	15	1514.0	[0.019565232284367084, 0.01436037328094244, 0.02174953439583381, 0.01436037328094244, 0.01436037328094244, 0.06358583923429251, 0.3168063936755061, 0.01436037328094244, 0.03482487667351961, 0.01937808965643247, 0.061052260796229045, 0.07626373041421175, 0.05032455946008364, 0.04223631074031194, 0.09769692464421192, 0.01436037328094244, 0.030817030059794585, 0.02466935372600953, 0.014360373343030612, 0.040507245995104316, 0.014360374026000499]	6.0	0.3168063936755061	14.0	0.09769692464421192
3855	0	6	907.0	[0.012762790856262049, 0.027191871932397287, 0.012762790856262049, 0.012762790856262049, 0.012762790856262049, 0.04668102987731496, 0.17788980544234315, 0.012762790856262049, 0.02882571689163645, 0.012762790856262049, 0.08302159483234088, 0.13823350503419837, 0.13713499531149864, 0.08245263419424494, 0.09791872681428988, 0.012762790856262049, 0.04025940364226699, 0.012762790856262049, 0.012762790856262049, 0.012762790856262049, 0.012762790856262049]	6.0	0.17788980544234315	11.0	0.13823350503419837
3856	0	54	3880.0	[0.07630575936356629, 0.032709601921615775, 0.023228931654658582, 0.04392434537617697, 0.02941863287102293, 0.04057092428276384, 0.22391940960315643, 0.048342039722397374, 0.023473479716038262, 0.015527044560898233, 0.06266382098611858, 0.025613897342096875, 0.060992633923888206, 0.02212073403859028, 0.04439066302169253, 0.021795148305870867, 0.05190883004279048, 0.043910534052109276, 0.05536412044117848, 0.025743044516140665, 0.02807640417099551]	6.0	0.22391940960315643	0.0	0.07630575936356629
3857	0	60	1604.0	[0.03357521737925708, 0.07303308094851672, 0.027167310751974583, 0.056724336743354795, 0.026767082139849664, 0.025754898569236198, 0.22679263794173796, 0.046475856890901925, 0.027516648701081673, 0.01835969734626512, 0.05542025117514034, 0.0255752578843385, 0.034380828884119786, 0.03404994350858033, 0.06260902790042261, 0.02761501744389534, 0.06511537617382904, 0.02216779434432586, 0.053387424908578396, 0.042157459709172444, 0.015354847737277548]	6.0	0.22679263794173796	1.0	0.07303308094851672
3858	0	7	863.0	[0.025864876540643827, 0.05261871125549078, 0.014921101342354502, 0.06599244129444871, 0.014921109059027262, 0.014921101342354502, 0.326805163707052, 0.014921111187764577, 0.014921255675809724, 0.014921102406723159, 0.145241416990757, 0.014921101342354502, 0.014921101342354502, 0.014921101342354502, 0.06063422467559576, 0.014921101342354502, 0.014921101342354502, 0.014921101342354502, 0.014921101342354502, 0.08945369933332716, 0.014921126621110099]	6.0	0.326805163707052	10.0	0.145241416990757
3859	0	18	2056.0	[0.017665725460069046, 0.013346269519792663, 0.017129979924195342, 0.013346269209351804, 0.01334626879543066, 0.054895165738546185, 0.35432450255999964, 0.01334626879543066, 0.01782910634453098, 0.023912830588718254, 0.029166563569257658, 0.016680894936952326, 0.08163976876272096, 0.029797430253691144, 0.04299608452452554, 0.025376396098484594, 0.08456002615599169, 0.01334626879543066, 0.04944442626502779, 0.06396095925528142, 0.013346270554595523]	6.0	0.35432450255999964	16.0	0.08456002615599169
3860	0	7	747.0	[0.014923346228897572, 0.014923346228897572, 0.014923346228897572, 0.014923346228897572, 0.03522365553570645, 0.02108496201357671, 0.23751017797206128, 0.035980233789554665, 0.014923346228897572, 0.023791057323770865, 0.014923346228897572, 0.030779817407684668, 0.030295467137226036, 0.014923346228897572, 0.26505121655230013, 0.05044001221124615, 0.026248401163944175, 0.03701410921556609, 0.037594370943095, 0.029682198406330178, 0.03484089978571449]	14.0	0.26505121655230013	6.0	0.23751017797206128
3861	0	17	1595.0	[0.05444278365329785, 0.15419844505103195, 0.02103173650582047, 0.014154330553377377, 0.014154332196887802, 0.04300397979643415, 0.37821390540065136, 0.014154330553377377, 0.014154341510113548, 0.01415433855179478, 0.017455784823088086, 0.03215353152550319, 0.022026617244324264, 0.014154330553377377, 0.05496917193865075, 0.024695550201132017, 0.04026602723580949, 0.014154334169100313, 0.02066861169741434, 0.02363918349146843, 0.014154330553377377]	6.0	0.37821390540065136	1.0	0.15419844505103195
3862	0	5	167.0	[0.013627921231091022, 0.013627921231091022, 0.013627921417355537, 0.013627921231091022, 0.013627921231091022, 0.22715110275894404, 0.21933645959943532, 0.11307439617812634, 0.013627921231091022, 0.013627921231091022, 0.03939423281699419, 0.04422662854194641, 0.013627921417355537, 0.013627921231091022, 0.15239838194102048, 0.013627921231091022, 0.013627921231091022, 0.013627921231091022, 0.013627921231091022, 0.013627921231091022, 0.013627921231091022]	5.0	0.22715110275894404	6.0	0.21933645959943532
3863	0	8	234.0	[0.014357491862028837, 0.014357491862028837, 0.014357491862028837, 0.063923679292202, 0.025365136214531958, 0.07237020216416568, 0.23579201137181371, 0.014357491862028837, 0.021228576195426285, 0.014357491862028837, 0.02633289049845189, 0.06507834780495614, 0.0956376981921494, 0.014357491862028837, 0.10108902980573475, 0.014357491862028837, 0.05170508357696235, 0.06341932702343911, 0.014357491862028837, 0.04884059261530638, 0.014357491862028837]	6.0	0.23579201137181371	14.0	0.10108902980573475
3864	0	5	2414.0	[0.014955953322350979, 0.014955953694880009, 0.014955953322350979, 0.01495596133172512, 0.014955953322350979, 0.014955961145460606, 0.4140764450654387, 0.014955997280776501, 0.01495598405599594, 0.014955953322350979, 0.043814269825816154, 0.014955954439938069, 0.046094618178904055, 0.014955953322350979, 0.15372641440480947, 0.014955953322350979, 0.026150834187865256, 0.04588302355259657, 0.014956274069845676, 0.060870643518865106, 0.014955954067409039]	6.0	0.4140764450654387	14.0	0.15372641440480947
3865	0	10	167.0	[0.02979209180921316, 0.028931234031915665, 0.04471301939338446, 0.043964399863034485, 0.04264755425974727, 0.015491256583482027, 0.35202555656433104, 0.015491256583482027, 0.015491256583482027, 0.034898565616458654, 0.06965438080951572, 0.0229779876768589, 0.015491256583482027, 0.015491256583482027, 0.0519246906042099, 0.015491256583482027, 0.03876207713037729, 0.04032607870176434, 0.052151978574693204, 0.03879157369956374, 0.015491256583482027]	6.0	0.35202555656433104	10.0	0.06965438080951572
3866	0	6	214.0	[0.015162507072091103, 0.015162507072091103, 0.01946425282706817, 0.015162507072091103, 0.015162507692972818, 0.07806580203274886, 0.39196596046288806, 0.07423586724326015, 0.05520303485294183, 0.015162507072091103, 0.021443106544514496, 0.045315018544594445, 0.015162507072091103, 0.03922350083788236, 0.015162507382531961, 0.015162507072091103, 0.06521106356134017, 0.022611610280970734, 0.03563570914169153, 0.015162507072091103, 0.015162507692972818]	6.0	0.39196596046288806	5.0	0.07806580203274886
3867	0	40	720.0	[0.03940824086312204, 0.06700615498702973, 0.01970059263985604, 0.050039604189805686, 0.016344420751556753, 0.06362420907244086, 0.3215973808662966, 0.017151765036396684, 0.016728271404281257, 0.01820277441293001, 0.05758582123089582, 0.07537515899166465, 0.018851941637694835, 0.015246287453919649, 0.020219809352420272, 0.01898861527442932, 0.03382972057443112, 0.021244343649595977, 0.0479379476280883, 0.04166145927738398, 0.015246287500485779]	6.0	0.3215973808662966	11.0	0.07537515899166465
3868	0	13	909.0	[0.039466133556113794, 0.014618442465479557, 0.014618442465479557, 0.0599463046170198, 0.01461845521743481, 0.018830775211636838, 0.2992438355890604, 0.07454202560564646, 0.014618444041563915, 0.014618442465479557, 0.01461844712209243, 0.0481195030733943, 0.04446215461939573, 0.014618443325161934, 0.07221812468308669, 0.014618445904209064, 0.13440718938811466, 0.014618443181881538, 0.01461844346844233, 0.04796104777890902, 0.014618458656164316]	6.0	0.2992438355890604	16.0	0.13440718938811466
3869	0	15	2382.0	[0.013789500296115875, 0.013789500296115875, 0.013789500358204048, 0.05822602485617002, 0.013789500296115875, 0.032228851318359376, 0.43903350333372754, 0.02760259124139945, 0.013789500296115875, 0.013789500296115875, 0.07144712811956803, 0.03560507688671351, 0.013789500296115875, 0.03353089404602846, 0.03280525542795658, 0.013789500296115875, 0.09394416629026334, 0.013789500296115875, 0.023892001745601497, 0.013789500296115875, 0.013789500296115875]	6.0	0.43903350333372754	16.0	0.09394416629026334
3870	0	11	272.0	[0.0535404903983528, 0.01337364874780178, 0.043467139740559185, 0.05729330729015849, 0.013373647477816452, 0.013373647477816452, 0.28456069833853026, 0.09198159241879528, 0.021453993225639515, 0.05764745658432895, 0.05287301963703199, 0.022797514176504177, 0.04864026004956527, 0.01337364756248214, 0.032418383793397385, 0.013373647816479206, 0.028804261406714268, 0.025569503703577953, 0.033098267899318176, 0.048983362334018406, 0.013373650779778307]	6.0	0.28456069833853026	7.0	0.09198159241879528
3871	0	6	764.0	[0.015314488826940456, 0.015314500778913498, 0.1061641750857234, 0.015314481686800718, 0.1026965497682492, 0.024020089767873287, 0.2607299421603481, 0.13004539565493664, 0.038343233366807304, 0.015314501865456501, 0.03905341044689218, 0.030177983455359936, 0.01531447951371471, 0.015314492862671614, 0.015314486964295307, 0.015314480134596428, 0.01531449363877376, 0.015314489758263031, 0.08499535763015349, 0.015314480445037285, 0.01531448494642973]	6.0	0.2607299421603481	7.0	0.13004539565493664
3872	0	6	647.0	[0.01411513394365708, 0.014115135030200085, 0.014115132701893648, 0.014115134254097939, 0.039331084582954645, 0.099426643922925, 0.24225045430163542, 0.1288460485326747, 0.030177971503386896, 0.014115132701893648, 0.014115138445049524, 0.014115134874979654, 0.08230967835212748, 0.08380528523897131, 0.014115138134608666, 0.014115133012334505, 0.014115142015119394, 0.014115132701893648, 0.039202138781547546, 0.08526906867822011, 0.014115137824167808]	6.0	0.24225045430163542	7.0	0.1288460485326747
3873	0	8	258.0	[0.01468408852815628, 0.014684089343063533, 0.014684087596833706, 0.014684088760986924, 0.014684087596833706, 0.09176374727394432, 0.31664173351600766, 0.1007322744699195, 0.01468409481458366, 0.014684087596833706, 0.014684092020615935, 0.014684089226648211, 0.07006658613681793, 0.014684087596833706, 0.040870599914342165, 0.01468408782966435, 0.07532056083437055, 0.014684087596833706, 0.08714150136802346, 0.026569842360913754, 0.014684091438539326]	6.0	0.31664173351600766	7.0	0.1007322744699195
3874	0	52	162.0	[0.034126894924646385, 0.06274732956304573, 0.0188175906212284, 0.045140168360935956, 0.027547313598915935, 0.04120081023742946, 0.2885124441594459, 0.02960703262271216, 0.02088907128199935, 0.027423613525640506, 0.10735394732238582, 0.05266400380060077, 0.03616327016900938, 0.029735929458043896, 0.04097774114388113, 0.018540888129232023, 0.030838811877541818, 0.019954767508002427, 0.031892216442009576, 0.016050507654794134, 0.01981564892384295]	6.0	0.2885124441594459	10.0	0.10735394732238582
3875	0	6	413.0	[0.03737525688484311, 0.07467405249675114, 0.016189015780886013, 0.08696612032751243, 0.024485370765129726, 0.016189019816617172, 0.3209560662508011, 0.016189015780886013, 0.016189015780886013, 0.09735768847167492, 0.03816624373818437, 0.026209681915740173, 0.016189015780886013, 0.02676513356467088, 0.03401346287379662, 0.016189015780886013, 0.028680363669991493, 0.040784217727681, 0.016189015780886013, 0.034054228104650974, 0.016189015780886013]	6.0	0.3209560662508011	9.0	0.09735768847167492
3876	0	20	764.0	[0.026283339597284794, 0.014246702939271928, 0.05411902754567564, 0.03978389147669077, 0.019557406613603234, 0.0160843662917614, 0.29395956499502063, 0.014246702939271928, 0.01424670424312353, 0.03741727923043072, 0.0966702161822468, 0.03522716946899891, 0.04121984327211976, 0.021465001069009303, 0.014246705779805779, 0.09029420651495457, 0.057339722337201235, 0.03367180512286723, 0.04199250070378184, 0.014246703032404185, 0.014246705733239651]	6.0	0.29395956499502063	10.0	0.0966702161822468
3877	0	9	598.0	[0.028826780203315947, 0.02930224635120895, 0.01470262474483914, 0.038527816947963506, 0.014702627435326576, 0.01470262474483914, 0.23243931298040682, 0.01470262474483914, 0.030112183549337916, 0.01470262474483914, 0.09573702265818913, 0.06268864559630553, 0.15222122106287214, 0.01470262474483914, 0.06465811717013518, 0.07411434222012758, 0.03129671182897356, 0.014702624848319424, 0.027751971036195755, 0.014702625365720855, 0.01470262474483914]	6.0	0.23243931298040682	12.0	0.15222122106287214
3878	0	15	443.0	[0.03164873998612165, 0.034610056628783546, 0.02840418629348278, 0.01647457176198562, 0.022405399133761723, 0.01647457176198562, 0.3384029696385066, 0.0560459569717447, 0.03549960168699424, 0.048942031773428124, 0.06470827913532655, 0.026182472271223865, 0.01647457176198562, 0.0362159655118982, 0.029005278336505094, 0.01647457176198562, 0.07907507643103599, 0.01647457176198562, 0.02990470894922813, 0.0238640076170365, 0.032712412625551225]	6.0	0.3384029696385066	16.0	0.07907507643103599
3879	0	6	841.0	[0.01267719129100442, 0.01267719113578399, 0.026395771962900955, 0.01267719113578399, 0.05751652674128612, 0.062380027025938034, 0.2993938898046811, 0.04720991849899292, 0.01267719113578399, 0.01267719113578399, 0.01267719113578399, 0.025155076291412115, 0.1056285163698097, 0.01267719113578399, 0.08676184884582956, 0.025134811798731487, 0.0982105266302824, 0.030234717143078644, 0.01267719113578399, 0.02188364292184512, 0.01267719113578399]	6.0	0.2993938898046811	12.0	0.1056285163698097
3880	0	6	426.0	[0.014377358369529247, 0.16494774306192994, 0.014377358369529247, 0.014377358369529247, 0.014377358369529247, 0.014377358524749676, 0.3046735416476925, 0.09447041930009921, 0.014377358369529247, 0.014377358369529247, 0.014377358369529247, 0.02764057383562128, 0.014377358369529247, 0.0922287671516339, 0.046600066435833774, 0.014377358369529247, 0.014377358369529247, 0.055453034583479166, 0.027080177174260218, 0.014377358369529247, 0.014377358369529247]	6.0	0.3046735416476925	1.0	0.16494774306192994
3881	0	13	1225.0	[0.041158257625423945, 0.014135637535498692, 0.020118525753227565, 0.09368055378301786, 0.022602164186537266, 0.014135637535498692, 0.3154926418971557, 0.030073819395441275, 0.014135637535498692, 0.014135637535498692, 0.03049510595603631, 0.04539668266303264, 0.014135637535498692, 0.014135637535498692, 0.12729755609941024, 0.027255158656491682, 0.014135637535498692, 0.021341711211089905, 0.08085821561801892, 0.014135637535498692, 0.031144501426472113]	6.0	0.3154926418971557	14.0	0.12729755609941024
3882	0	34	312.0	[0.0589376210289843, 0.03419691337929929, 0.03141528833657503, 0.032959818155230844, 0.034643761211020106, 0.039723259342067385, 0.2635514975854141, 0.0324665944037192, 0.030999151305021608, 0.015498650397228845, 0.09885327619336107, 0.041757395107518226, 0.015498649356338908, 0.03911823215072646, 0.0617803821394987, 0.015498642234460396, 0.034416359054910785, 0.027246151612523722, 0.0286513288395808, 0.04009254934156642, 0.018130323603091872]	6.0	0.2635514975854141	10.0	0.09885327619336107
3883	0	14	291.0	[0.03377891252083438, 0.05448747878628118, 0.02585622508610998, 0.013913174359393972, 0.06414805445820093, 0.013913174359393972, 0.36080494629485266, 0.028712914657912085, 0.013913174359393972, 0.013913174359393972, 0.02757239794092519, 0.01926083942609174, 0.02315980302436011, 0.013913174359393972, 0.08836300371746932, 0.04832975446645703, 0.06409733083897404, 0.013913174359393972, 0.050122933728354316, 0.013913174359393972, 0.013913174359393972]	6.0	0.36080494629485266	14.0	0.08836300371746932
