item_id	i_posts_f	i_interactions_f	i_friends_f	i_topic_o	i_topic1_c	i_topic1_f	i_topic2_c	i_topic2_f
3796	0	10	440.0	[0.015522233303636312, 0.1223203887231648, 0.11825743075460196, 0.015522597264498473, 0.030651857517659663, 0.029798559192568064, 0.27878370955586435, 0.0155222337692976, 0.04572745524346829, 0.015522234980016947, 0.06125123417004943, 0.015522233303636312, 0.015522233303636312, 0.015522233303636312, 0.036650852859020235, 0.015522233303636312, 0.06060446007177234, 0.024625780899077652, 0.03610556023195386, 0.015522233303636312, 0.015522233303636312]	6.0	0.27878370955586435	1.0	0.1223203887231648
3797	0	10	867.0	[0.059140391275286676, 0.04285054206848145, 0.022858985140919684, 0.046051534451544286, 0.02157473610714078, 0.015144242532551288, 0.339368836581707, 0.1044750826433301, 0.015144242346286774, 0.015144242346286774, 0.028454977087676525, 0.015144242439419031, 0.0393339965492487, 0.017947615683078767, 0.015144242346286774, 0.015144242346286774, 0.02465134356170893, 0.021978091076016427, 0.07311018239706754, 0.04217311777174473, 0.02516511008143425]	6.0	0.339368836581707	7.0	0.1044750826433301
3798	0	11	1769.0	[0.014111857437951998, 0.03872487897222692, 0.014111857437951998, 0.014111857522617687, 0.014111857437951998, 0.014111857437951998, 0.37570676961067045, 0.014111857437951998, 0.030526643618941307, 0.014111857437951998, 0.1096710582179102, 0.10362263523380864, 0.014111857437951998, 0.04997388459742069, 0.02461674843322147, 0.014111857437951998, 0.014111857437951998, 0.014111857437951998, 0.03377959293059327, 0.0640354910865426, 0.014111857437951998]	6.0	0.37570676961067045	10.0	0.1096710582179102
3799	0	10	369.0	[0.03870291532948613, 0.04167412640526891, 0.027507397066801786, 0.04366596015170217, 0.014639723766595125, 0.014639723766595125, 0.3271742845885456, 0.014639723766595125, 0.014639723766595125, 0.014639723766595125, 0.014639723766595125, 0.014639723766595125, 0.014639723766595125, 0.04024804141372442, 0.03380828248336911, 0.014639723766595125, 0.18379856152459978, 0.06863615149632096, 0.0337473195977509, 0.014639723766595125, 0.014639723766595125]	6.0	0.3271742845885456	16.0	0.18379856152459978
3800	0	5	163.0	[0.012598096206784249, 0.012598096206784249, 0.012598096206784249, 0.012598096206784249, 0.012598096206784249, 0.012598096206784249, 0.3952962875366211, 0.012598096206784249, 0.012598096206784249, 0.012598096206784249, 0.06234586127102375, 0.012598096206784249, 0.05860711708664894, 0.012598096206784249, 0.04696175530552864, 0.012598096206784249, 0.012598096206784249, 0.012598096206784249, 0.20206743851304054, 0.012598096206784249, 0.012598096206784249]	6.0	0.3952962875366211	18.0	0.20206743851304054
3801	0	19	6030.0	[0.06772071358404662, 0.03289126619500549, 0.014068263975021086, 0.04720981443594945, 0.02416985398648601, 0.02370832600679837, 0.3110086416433516, 0.050795715106161016, 0.014068263975021086, 0.047548559347265644, 0.047748816003532785, 0.023018592821532173, 0.014068263975021086, 0.042864340063380565, 0.05329235010829411, 0.023044778426226816, 0.014068263975021086, 0.03339582568916835, 0.07127632529131676, 0.014068263975021086, 0.01997710117384007]	6.0	0.3110086416433516	18.0	0.07127632529131676
3802	0	5	371.0	[0.0840869665145874, 0.017161910235881806, 0.017161907255649568, 0.017161910235881806, 0.017161907255649568, 0.017161907255649568, 0.2853464625775814, 0.017161907255649568, 0.017161941900849343, 0.017161907255649568, 0.017161914706230165, 0.017161908373236657, 0.017161907255649568, 0.017161907255649568, 0.21574168428778648, 0.017161907628178596, 0.017161914706230165, 0.12307238169014453, 0.017161908745765685, 0.017161907255649568, 0.01716192550957203]	6.0	0.2853464625775814	14.0	0.21574168428778648
3803	0	16	810.0	[0.02617426833603531, 0.013796786894090474, 0.04504640161758289, 0.019983508391305804, 0.048278539441525936, 0.013796786894090474, 0.3744394921232015, 0.09652021253714338, 0.013796786894090474, 0.013796786894090474, 0.013796786894090474, 0.045385133067611605, 0.04873611556831747, 0.013796786894090474, 0.013796786894090474, 0.040592734003439546, 0.013796786894090474, 0.013796786894090474, 0.06757243140600622, 0.013796786952298135, 0.039950228412635624]	6.0	0.3744394921232015	7.0	0.09652021253714338
3804	0	6	341.0	[0.015148397690306107, 0.015148397690306107, 0.02534644166007638, 0.015148397690306107, 0.015148397690306107, 0.06459272482121985, 0.40323106075326604, 0.029243971065928537, 0.03738988765204946, 0.015148397690306107, 0.04674567639206847, 0.015148397690306107, 0.015148397690306107, 0.015148397690306107, 0.015148397690306107, 0.05063238445048531, 0.13479468785226345, 0.015148397690306107, 0.026242386394490797, 0.015148399242510399, 0.015148397690306107]	6.0	0.40323106075326604	16.0	0.13479468785226345
3805	0	17	400.0	[0.03122240151552593, 0.08490117305122755, 0.023053919677348697, 0.045580380705787855, 0.03168562366901075, 0.028311583706561255, 0.20899127681246576, 0.061468490508987624, 0.015301813645397915, 0.030983066679361987, 0.09732774294474546, 0.0732641487437136, 0.02250227551249897, 0.01934160993379705, 0.06131581677233472, 0.021201755687156144, 0.04637239796712118, 0.02398247332038248, 0.026060012936153832, 0.03183021982583929, 0.015301814905422576]	6.0	0.20899127681246576	10.0	0.09732774294474546
3806	0	10	1469.0	[0.013312624767422676, 0.14293400347232818, 0.013312624860554933, 0.013312624767422676, 0.013312624767422676, 0.027588950470089912, 0.36711613172665236, 0.06492681773379445, 0.021004022937268017, 0.029646538943052293, 0.024455981235951184, 0.09655298842117191, 0.013312624767422676, 0.025428108125925063, 0.04628588501363993, 0.013312624767422676, 0.013312624860554933, 0.013312624767422676, 0.020934316143393517, 0.013312624767422676, 0.013312624767422676]	6.0	0.36711613172665236	1.0	0.14293400347232818
3807	0	21	237.0	[0.04780191839450881, 0.059895116791483904, 0.028173599525221756, 0.03022957637551285, 0.0393139093759514, 0.051925357785962876, 0.3297520633786917, 0.029515169383514495, 0.018906164648277417, 0.03431611938313359, 0.07512837790307544, 0.01640755913796879, 0.05109499310631128, 0.0164075590492714, 0.018434121140411923, 0.02353580251690887, 0.045605642100175224, 0.0185294517626365, 0.03011594717169092, 0.0164075649919964, 0.018503972817034947]	6.0	0.3297520633786917	10.0	0.07512837790307544
3808	0	10	396.0	[0.03057816857472062, 0.013539372663944959, 0.013539372663944959, 0.023382254783064126, 0.013539372757077218, 0.02295139729976654, 0.36626228094100954, 0.013539374433457851, 0.08798446599394083, 0.06580570545047522, 0.045576210506260394, 0.10229075187817216, 0.02772804843261838, 0.016521197650581597, 0.013539372663944959, 0.03578534321859479, 0.04275803621858358, 0.02406115224584937, 0.013539374712854624, 0.013539372757077218, 0.013539373129606246]	6.0	0.36626228094100954	11.0	0.10229075187817216
3809	0	11	1180.0	[0.014676942405375567, 0.04567974103106694, 0.014676942320709879, 0.014676942405375567, 0.020652144723995167, 0.030104554004289887, 0.35537027804688975, 0.014676942320709879, 0.014676942320709879, 0.014676942320709879, 0.014676942490041256, 0.07321167237717997, 0.014676942320709879, 0.05714134711094878, 0.13325071665035051, 0.014676942490041256, 0.0345977120609446, 0.050358275713568386, 0.014676942405375567, 0.03818718911233274, 0.014676942320709879]	6.0	0.35537027804688975	14.0	0.13325071665035051
3810	0	6	1433.0	[0.01615437927345435, 0.016154379583895206, 0.045498507718245186, 0.09440635393063228, 0.03156764588008324, 0.016154379583895206, 0.19323394168168306, 0.016154420872529347, 0.024082566611468792, 0.016154385171830654, 0.034706480180223785, 0.13856201029072204, 0.016154383930067222, 0.01615437927345435, 0.11447483735779922, 0.01615437927345435, 0.05267580163975557, 0.016154379739115637, 0.01615437927345435, 0.05925650708377361, 0.04999149094025294]	6.0	0.19323394168168306	11.0	0.13856201029072204
3811	0	5	157.0	[0.013966727629303932, 0.041945796087384225, 0.01396673135459423, 0.0803029902279377, 0.013966727629303932, 0.013966732472181321, 0.1942051151767373, 0.08930236604064704, 0.013966727629303932, 0.013966727629303932, 0.1740771194919944, 0.013966728001832962, 0.013966728188097476, 0.013966727629303932, 0.09151079915463925, 0.013966727629303932, 0.13312161546200513, 0.013966735452413559, 0.013966732285916805, 0.013966734707355499, 0.013966727629303932]	6.0	0.1942051151767373	10.0	0.1740771194919944
3812	0	7	282.0	[0.012798085010477476, 0.050963644603533406, 0.012798085010477476, 0.06018112972378731, 0.012798085010477476, 0.024644526253853525, 0.39593248282160076, 0.0423975656075137, 0.012798085010477476, 0.012798085010477476, 0.012798085010477476, 0.02461994146662099, 0.012798085010477476, 0.030615727018032755, 0.03926192170807293, 0.033054737241140435, 0.07473676132836513, 0.05776812894535916, 0.012798085010477476, 0.05064066592603922, 0.012798085010477476]	6.0	0.39593248282160076	16.0	0.07473676132836513
3813	0	10	198.0	[0.02734277956187725, 0.014789896551519632, 0.014789896365255118, 0.11682970328256488, 0.039790059346705674, 0.05459556514397264, 0.3352156083099544, 0.014789896365255118, 0.014789896365255118, 0.014789896365255118, 0.04463823698461056, 0.014789896365255118, 0.05570662375539541, 0.014789896458387375, 0.021562736574560405, 0.014789896365255118, 0.031781735643744466, 0.03707402097061276, 0.0516797392629087, 0.014789896365255118, 0.05067413225769997]	6.0	0.3352156083099544	3.0	0.11682970328256488
3814	0	10	399.0	[0.02450160887092352, 0.08569995891302824, 0.01373394588008523, 0.04690207717940211, 0.01373394588008523, 0.059722348023205994, 0.21468467339873315, 0.013733945973217487, 0.03353202426806092, 0.01373394588008523, 0.04834071779623628, 0.01373394588008523, 0.0209927081130445, 0.030576190911233425, 0.15944437272846698, 0.013733945973217487, 0.025504132267087698, 0.05429190760478377, 0.01373394699767232, 0.07814461877569556, 0.021525041572749613]	6.0	0.21468467339873315	14.0	0.15944437272846698
3815	0	22	45.0	[0.05264444319023327, 0.05036805256862532, 0.025900172577662903, 0.0909219617024064, 0.058922587682239035, 0.037258490158075634, 0.23078483241525563, 0.020577025769109077, 0.029719094068489292, 0.015395557761869648, 0.061490299137817186, 0.027485467578199776, 0.015395557423206892, 0.04015263817696409, 0.09091606338254431, 0.015395557253875515, 0.015395558989522133, 0.03788906691426581, 0.035918487489900806, 0.029698317870497704, 0.01777076395228505]	6.0	0.23078483241525563	3.0	0.0909219617024064
3816	0	6	2005.0	[0.01656542873630921, 0.0923253153450787, 0.01656542873630921, 0.016565435876448948, 0.054734095154951014, 0.01656542873630921, 0.29054542382558185, 0.01656543556600809, 0.02449327738334735, 0.016565434634685516, 0.03511750977486372, 0.04721884926160177, 0.040213221684098244, 0.01656542873630921, 0.016565429978072643, 0.05616860122730335, 0.01656542873630921, 0.01656542873630921, 0.01656543432424466, 0.09592904926588137, 0.08103489860271414]	6.0	0.29054542382558185	19.0	0.09592904926588137
3817	0	11	6318.0	[0.030647645027122715, 0.052907336841930046, 0.018702872182157906, 0.049743592654439533, 0.0347761366177689, 0.04346804041415453, 0.20519457241012293, 0.02164535673165863, 0.01395686487243934, 0.013956864533776587, 0.01939468009566719, 0.04004814052446322, 0.04834554547613317, 0.013956864533776587, 0.06955612772567706, 0.033311766402965244, 0.07025765813887119, 0.05944871318272569, 0.0725910435854034, 0.07413331969556483, 0.013956864703107964]	6.0	0.20519457241012293	19.0	0.07413331969556483
3818	0	7	225.0	[0.05245160883558648, 0.023034995421767235, 0.013674102457506316, 0.07946199750793832, 0.0549425474767174, 0.013674102457506316, 0.40795078022139414, 0.013674102457506316, 0.013674102457506316, 0.013674102457506316, 0.013674102457506316, 0.08855845885617393, 0.013674102457506316, 0.033606595625834804, 0.08222967186676604, 0.013674102457506316, 0.013674102457506316, 0.013674102457506316, 0.013674102457506316, 0.013674102457506316, 0.013674102590552397]	6.0	0.40795078022139414	11.0	0.08855845885617393
3819	0	7	34745.0	[0.013231150406811918, 0.013231150406811918, 0.013231150406811918, 0.013231150406811918, 0.013231150406811918, 0.013231150406811918, 0.3383371917796986, 0.013231150406811918, 0.013231150406811918, 0.013231150406811918, 0.11526630592665502, 0.12375603656151465, 0.013231150406811918, 0.03385485934891871, 0.06527903396636248, 0.013231150406811918, 0.013231150406811918, 0.013231150406811918, 0.07622311490454844, 0.013231150406811918, 0.062047350353428295]	6.0	0.3383371917796986	11.0	0.12375603656151465
3820	0	5	1299.0	[0.012571053206920623, 0.01257105302065611, 0.01257105302065611, 0.01257105302065611, 0.01257105302065611, 0.07221445608884096, 0.26907847821712494, 0.01257105302065611, 0.03184656426310539, 0.01257105302065611, 0.012571053765714168, 0.027545302547514437, 0.10118305068463088, 0.09619886502623558, 0.10147281158715486, 0.02752019912004471, 0.08124190773814917, 0.01257105302065611, 0.01257105302065611, 0.05341677758842707, 0.01257105302065611]	6.0	0.26907847821712494	14.0	0.10147281158715486
3821	0	5	340.0	[0.0481283962726593, 0.09244987200945616, 0.01405080482363701, 0.07850670292973519, 0.01405080482363701, 0.01405080482363701, 0.33510035574436187, 0.01405080482363701, 0.01405080482363701, 0.01405080482363701, 0.056546029448509214, 0.01405080482363701, 0.12624531853944063, 0.01405080482363701, 0.01405080482363701, 0.01405080482363701, 0.06631203219294549, 0.01405080482363701, 0.01405080482363701, 0.01405080482363701, 0.01405080482363701]	6.0	0.33510035574436187	12.0	0.12624531853944063
3822	0	13	251.0	[0.01358141155483631, 0.018621892381746035, 0.013581411626476508, 0.04540134980701483, 0.02998877352533432, 0.034857585811271116, 0.39263591972681194, 0.04164776141540362, 0.01358141155483631, 0.018656828010884616, 0.03946610948500725, 0.04814443056686567, 0.05648202320130972, 0.01358141155483631, 0.01358141155483631, 0.01358141155483631, 0.03368188361995495, 0.04290924980663336, 0.08342311502649234, 0.01901318641522756, 0.01358141155483631]	6.0	0.39263591972681194	18.0	0.08342311502649234
3823	0	9	724.0	[0.02240828766177098, 0.02384899277240038, 0.014003019676440291, 0.06094837033500274, 0.014003019676440291, 0.04309245043744644, 0.304553619482451, 0.05454330280837086, 0.014003019676440291, 0.021334176779621176, 0.10131197619355387, 0.03244572764055596, 0.014003021021684011, 0.014003019676440291, 0.09426754661318329, 0.014003019676440291, 0.04303703488161167, 0.05636545270681381, 0.014003019676440291, 0.021848916800485715, 0.021973002805478044]	6.0	0.304553619482451	10.0	0.10131197619355387
3824	0	9	2217.0	[0.09630074507246415, 0.01603780428154601, 0.01603780272934172, 0.01603780376414458, 0.01603782984117667, 0.05338012178738912, 0.27379558856288594, 0.10350889277954896, 0.016037809145119455, 0.01603780272934172, 0.03999575775944524, 0.0380428588638703, 0.01603780272934172, 0.07019647914502355, 0.01603780635115173, 0.01603780293630229, 0.04507182403984997, 0.07603383819676107, 0.016037803660664294, 0.01603780272934172, 0.027258005200160876]	6.0	0.27379558856288594	7.0	0.10350889277954896
3825	0	22	323.0	[0.01491844802248207, 0.04421097865666856, 0.01491844802248207, 0.023820672819221563, 0.014918452763760632, 0.018976134417409248, 0.3153175102462145, 0.01805206045339053, 0.02938687957992608, 0.045400153887881475, 0.07717063366858797, 0.046118877828121185, 0.023334724151275375, 0.014918448107147758, 0.07344270874322816, 0.032467545179480854, 0.06519867302003232, 0.02331739448180253, 0.04333701966838403, 0.04121780429374088, 0.019556428940797396]	6.0	0.3153175102462145	10.0	0.07717063366858797
3826	0	26	5246.0	[0.05819021874608902, 0.04524334896212587, 0.039467443783695884, 0.060330566412840896, 0.03459595491249974, 0.02266061667782756, 0.3322468859931597, 0.04706752744431679, 0.020211173508029718, 0.0342187866067084, 0.0462214144018407, 0.026746523674004354, 0.03675285415150798, 0.021556720388336822, 0.02354909977517449, 0.021244981433623113, 0.04125904811259646, 0.03083501269037907, 0.023386086731289443, 0.018728179176552937, 0.015487554447295574]	6.0	0.3322468859931597	3.0	0.060330566412840896
3827	0	6	1085.0	[0.013755107608934244, 0.05159002014746269, 0.013755107453713814, 0.013755107453713814, 0.013755107453713814, 0.040712667939563595, 0.3675698176957667, 0.02893965815504392, 0.013755107453713814, 0.06612838183840115, 0.10515878442674875, 0.013755107453713814, 0.013755107453713814, 0.013755107453713814, 0.013755107764154673, 0.02840849260489146, 0.057306130261470876, 0.013755107453713814, 0.013755107453713814, 0.08912474801763892, 0.013755109316358963]	6.0	0.3675698176957667	10.0	0.10515878442674875
3828	0	8	1325.0	[0.014291075523942709, 0.014291075523942709, 0.014291075523942709, 0.014291075523942709, 0.014291075523942709, 0.03317064302973449, 0.39224784076213837, 0.014291075523942709, 0.014291075523942709, 0.014291075523942709, 0.13387526897713542, 0.031835362082347274, 0.01429107564035803, 0.014291075523942709, 0.048734128125943244, 0.014291075523942709, 0.058231602190062404, 0.10183009097818285, 0.014291075756773353, 0.014291075523942709, 0.014291075523942709]	6.0	0.39224784076213837	10.0	0.13387526897713542
3829	0	7	1993.0	[0.015851917676627636, 0.015851917676627636, 0.015851917676627636, 0.015851917676627636, 0.015851917676627636, 0.015851917676627636, 0.41759727895259857, 0.027933833987585137, 0.015851917676627636, 0.015851917676627636, 0.05553200002759695, 0.015851917676627636, 0.015851917676627636, 0.015851917676627636, 0.0908903440992747, 0.04626676347106695, 0.05318136579756226, 0.015851917676627636, 0.08667156898549624, 0.015851917676627636, 0.015851917676627636]	6.0	0.41759727895259857	14.0	0.0908903440992747
3830	0	28	973.0	[0.03363670571707189, 0.03647659017172243, 0.044752476237980385, 0.05402184241185231, 0.02710090727279229, 0.031039560213685036, 0.2921108000446111, 0.020366989142660583, 0.02681787491643003, 0.01427943618702037, 0.05652518477290869, 0.031234415381082466, 0.019064204900392463, 0.027121493393289193, 0.057085871297333925, 0.01427943618702037, 0.08164641786632794, 0.02678573427588812, 0.04874430653373046, 0.01944436059732522, 0.0374653917471213]	6.0	0.2921108000446111	16.0	0.08164641786632794
3831	0	13	287.0	[0.04716687305615498, 0.014827232378033491, 0.014827232378033491, 0.052332266520422235, 0.014827232378033491, 0.04544697759243158, 0.31362334459733504, 0.014827232378033491, 0.014827232664594283, 0.04125546105206013, 0.04907731625896234, 0.014827232378033491, 0.060662974818394735, 0.014827232378033491, 0.10738499863789631, 0.01482723244967369, 0.03492770444315214, 0.02271862643269392, 0.07713113761005494, 0.014827232378033491, 0.014827232378033491]	6.0	0.31362334459733504	14.0	0.10738499863789631
3832	0	9	862.0	[0.015265324463446936, 0.024884711847537093, 0.015265324463446936, 0.015265324463446936, 0.02713798141727845, 0.03787748381081554, 0.28165737963798976, 0.015265324463446936, 0.015265324463446936, 0.015265324463446936, 0.06210452732112673, 0.1759336527643932, 0.015265324463446936, 0.08721482070783775, 0.015265324463446936, 0.0688022267487314, 0.0512033145253857, 0.015265324463446936, 0.015265324463446936, 0.015265324463446936, 0.015265324463446936]	6.0	0.28165737963798976	11.0	0.1759336527643932
3833	0	7	683.0	[0.012266465196652072, 0.012266465462744236, 0.012266465196652072, 0.012266465196652072, 0.012266465196652072, 0.12719262098627432, 0.3277758998530252, 0.012266465196652072, 0.012266465196652072, 0.0919788819072502, 0.049962274597159455, 0.012266465196652072, 0.012266465196652072, 0.048124256543815136, 0.030245543191475526, 0.012266465196652072, 0.061588291744036336, 0.012266465196652072, 0.012266465196652072, 0.07686901425144502, 0.012266465196652072]	6.0	0.3277758998530252	5.0	0.12719262098627432
3834	0	13	409.0	[0.013780926067668658, 0.0672835659665557, 0.013780925852748064, 0.031293769008838214, 0.013780925852748064, 0.07473263173149182, 0.3243275708160721, 0.029719107712690648, 0.013780925852748064, 0.013780925852748064, 0.059317013033880636, 0.03567384219226929, 0.11712074924546939, 0.08547958502402672, 0.023461967921600893, 0.013780925852748064, 0.013780925924388262, 0.013780925852748064, 0.013780925852748064, 0.013780925852748064, 0.013780925852748064]	6.0	0.3243275708160721	12.0	0.11712074924546939
3835	0	12	1102.0	[0.08277384075336158, 0.02314138614262144, 0.01592684560455382, 0.044440840759004153, 0.035013557489340506, 0.13401357511368892, 0.19133013277314603, 0.021671801727886002, 0.015926845837384462, 0.04455742666808268, 0.08812329615466297, 0.07866220269352198, 0.01592684560455382, 0.036843890557065606, 0.02641464110153417, 0.01592684560455382, 0.01592684560455382, 0.03132474849311014, 0.050200742203742266, 0.01592684560455382, 0.015926845682164032]	6.0	0.19133013277314603	5.0	0.13401357511368892
3836	0	9	4189.0	[0.019653505852652922, 0.022762411687937047, 0.015054816276662879, 0.1133723154457079, 0.015054816483623452, 0.03540607966068718, 0.289285186988612, 0.015054816276662879, 0.015054822381999757, 0.02696028600136439, 0.06282844508273734, 0.015054818760189746, 0.028473053231007524, 0.042944209546678595, 0.02903854360597001, 0.07521456852555275, 0.05468736309558153, 0.0322365208218495, 0.04488121293899086, 0.026885414082143042, 0.020096793874270387]	6.0	0.289285186988612	3.0	0.1133723154457079
3837	0	5	877.0	[0.014261433482170105, 0.014261433482170105, 0.0638042688369751, 0.08220544960349799, 0.07297302354127169, 0.05089366883039474, 0.2373562514781952, 0.053266328573226926, 0.014261433482170105, 0.014261433482170105, 0.014261433482170105, 0.04215928819030523, 0.13657145574688911, 0.0644623413681984, 0.03943214267492294, 0.014261433482170105, 0.014261433482170105, 0.014261433482170105, 0.014261433482170105, 0.014261433482170105, 0.01426143366843462]	6.0	0.2373562514781952	12.0	0.13657145574688911
3838	0	14	1675.0	[0.06502802038033094, 0.015374229954821723, 0.015374229954821723, 0.018724793435207436, 0.05322301095085485, 0.07379864947870374, 0.24869810164506947, 0.028068033579204763, 0.015374240731554372, 0.015374229954821723, 0.06329261717785682, 0.015374229954821723, 0.02649517889533724, 0.015374229954821723, 0.0490576426631638, 0.04755647327484829, 0.04877464792558125, 0.03180692145334823, 0.0544660823153598, 0.062266879581979344, 0.03649755560659936]	6.0	0.24869810164506947	5.0	0.07379864947870374
3839	0	6	1399.0	[0.011850527798136076, 0.08246618416160345, 0.011850527798136076, 0.02235671365633607, 0.07900920960431297, 0.011850527798136076, 0.31930122058838606, 0.011850527798136076, 0.011850527798136076, 0.011850527798136076, 0.011850527798136076, 0.011850527798136076, 0.011850528263797363, 0.07601004838943481, 0.11508454289287329, 0.011850527798136076, 0.011850527798136076, 0.011850527798136076, 0.10823711628715198, 0.011850527798136076, 0.011850527798136076]	6.0	0.31930122058838606	14.0	0.11508454289287329
3840	0	7	110.0	[0.010267260218305247, 0.010267267934978008, 0.010267260218305247, 0.08982397283294372, 0.06783184462359973, 0.010267260218305247, 0.3811821533100946, 0.010267260218305247, 0.010267260218305247, 0.010267260218305247, 0.010267260218305247, 0.010267300398222037, 0.010267260218305247, 0.05945005214640072, 0.010267261282673903, 0.01243287870394332, 0.059664858638175895, 0.010267260218305247, 0.019426697066852024, 0.07829321561647314, 0.05575692121471677]	6.0	0.3811821533100946	3.0	0.08982397283294372
3841	0	13	1758.0	[0.032717312256304115, 0.04015931816628346, 0.019909069013710205, 0.013926180795981334, 0.05338902212679386, 0.013926180795981334, 0.3150029299207605, 0.013926180795981334, 0.013926180795981334, 0.04553223494440317, 0.013926180795981334, 0.019685204713963546, 0.013926180795981334, 0.013926180795981334, 0.10421390731174213, 0.041016944182606846, 0.07473317741488035, 0.04351795171029293, 0.04669246242309992, 0.052021024032280996, 0.013926180795981334]	6.0	0.3150029299207605	14.0	0.10421390731174213
3842	0	5	2412.0	[0.09745543971657752, 0.015069998055696487, 0.03974400144070387, 0.058298499509692195, 0.12284325957298278, 0.015069998055696487, 0.22409536335617303, 0.015069998055696487, 0.015069998055696487, 0.038645467907190326, 0.015069998055696487, 0.015069998055696487, 0.015069998055696487, 0.015069998055696487, 0.015069998055696487, 0.03748650625348091, 0.08163734953850507, 0.015069998055696487, 0.02789320293813944, 0.015069998055696487, 0.10613092202693224]	6.0	0.22409536335617303	4.0	0.12284325957298278
3843	0	7	918.0	[0.031902737117239406, 0.01430713092642171, 0.026065914492521967, 0.06034705814506326, 0.052740847159709246, 0.01430713092642171, 0.2755551678793771, 0.01430713092642171, 0.028075353242456913, 0.01430713092642171, 0.014307131325559956, 0.049259268678724766, 0.06561777820544583, 0.07404128235897847, 0.01430713092642171, 0.06127197481691837, 0.11700198892503977, 0.029356438932674273, 0.01430713092642171, 0.01430713092642171, 0.01430713092642171]	6.0	0.2755551678793771	16.0	0.11700198892503977
3844	0	14	329.0	[0.04204184342441814, 0.026509727950074842, 0.014538932924291917, 0.014538932525153671, 0.022575641183980873, 0.03998203036774482, 0.26926803761827095, 0.033345573648278205, 0.03491961909458041, 0.0264903894359512, 0.02882669839475836, 0.0607817592099309, 0.0511984549063657, 0.07465050662202495, 0.04808727605268359, 0.03229726551632796, 0.0816963759383985, 0.014538932591676712, 0.025874444682683264, 0.02467485816617097, 0.03316269814968109]	6.0	0.26926803761827095	16.0	0.0816963759383985
3845	0	5	988.0	[0.0137478057295084, 0.0137478057295084, 0.0137478057295084, 0.0137478057295084, 0.0137478057295084, 0.0137478057295084, 0.275668203830719, 0.14112934321165085, 0.10840042736381292, 0.0137478057295084, 0.03214943129569292, 0.0137478057295084, 0.06177394967526197, 0.09737561773508788, 0.0910337395966053, 0.0137478057295084, 0.0137478057295084, 0.0137478057295084, 0.0137478057295084, 0.0137478057295084, 0.0137478057295084]	6.0	0.275668203830719	7.0	0.14112934321165085
3846	0	5	158.0	[0.06116959322243929, 0.016681780479848383, 0.08441569227725268, 0.016681779734790327, 0.016681779734790327, 0.016681779734790327, 0.3349538903683424, 0.016681779734790327, 0.03595729134976864, 0.0358534948900342, 0.016681788861751555, 0.05534741822630167, 0.07512989584356547, 0.1003095917403698, 0.016681779734790327, 0.016681779734790327, 0.016681779734790327, 0.016681779734790327, 0.016681779734790327, 0.016681779734790327, 0.016681779734790327]	6.0	0.3349538903683424	13.0	0.1003095917403698
3847	0	46	67.0	[0.05281743107606535, 0.02199815695538469, 0.05284394544508794, 0.04420690418666472, 0.0434141342892595, 0.016405807484103287, 0.20267950443793897, 0.05018224484165725, 0.031287161349926304, 0.01956618850564827, 0.07951301658202124, 0.019328107409503147, 0.050669463452599615, 0.02972253407959057, 0.043213040163011654, 0.015125320981378141, 0.07328609939988541, 0.040699711008726255, 0.033715687995857516, 0.04817024774282523, 0.03115528520277661]	6.0	0.20267950443793897	10.0	0.07951301658202124
3848	0	7	373.0	[0.014699023083916731, 0.014699023083916731, 0.014699023083916731, 0.0505953814302172, 0.11525106629622835, 0.02300130416240011, 0.3490294132913862, 0.014699023083916731, 0.03631991320954902, 0.04901445271181209, 0.03470441246671336, 0.014699023083916731, 0.014699023350008897, 0.0744331745164735, 0.027094622009566853, 0.014699023749147142, 0.02593004424124956, 0.028081733334277357, 0.014699023083916731, 0.022665380367210934, 0.04628691316715309]	6.0	0.3490294132913862	4.0	0.11525106629622835
3849	0	25	2717.0	[0.029754320979118346, 0.0537338300049305, 0.01819641400128603, 0.03884728323668241, 0.031896275281906125, 0.024785538241267203, 0.2766554786637425, 0.0341218726709485, 0.02408083364367485, 0.01876132745295763, 0.07949098639190197, 0.042494183145463466, 0.04247850339859724, 0.056394986920058725, 0.03180374041199684, 0.014232577607035637, 0.03897118858993053, 0.014232577607035637, 0.05433834321796894, 0.03620152488350868, 0.038528219535946845]	6.0	0.2766554786637425	10.0	0.07949098639190197
3850	0	17	1495.0	[0.01515697715256144, 0.14296912692268104, 0.01515697715256144, 0.06420652831301969, 0.02531337124459884, 0.023124575341010794, 0.31709658907835975, 0.03025368705172749, 0.032990091151612645, 0.0247651626191595, 0.015156977316912483, 0.04077543526449624, 0.018691512372563866, 0.06713188346475363, 0.01515697715256144, 0.01515697715256144, 0.0400230263305061, 0.01515697715256144, 0.022986124269664288, 0.04357405012363896, 0.01515697720734512]	6.0	0.31709658907835975	1.0	0.14296912692268104
3851	0	5	553.0	[0.031128718703985214, 0.012659242190420628, 0.012659242190420628, 0.012659242190420628, 0.04286546669900417, 0.012659242190420628, 0.38325426876544955, 0.012659242376685143, 0.03193475343286991, 0.012659242190420628, 0.012659242749214173, 0.012659242190420628, 0.012659242190420628, 0.1132691191509366, 0.08934888914227486, 0.012659242190420628, 0.05920090712606907, 0.012659242190420628, 0.012659242376685143, 0.012659242190420628, 0.08442771397531032]	6.0	0.38325426876544955	13.0	0.1132691191509366
