user_id	post_name	u_interactions_f	u_text_f	u_sentiment_c	u_sentiment_f	u_topic_c	u_topic_o
2327	10172	4	84	0	0.0	39	[0.19827941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1660098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36414716, 0.0, 0.0, 0.0]
2328	11704	3	56	2	0.532	19	[0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.26873606, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.23919535, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167, 0.01200167]
2329	18758	7	132	2	1.0	40	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11180057, 0.0, 0.0, 0.08842757, 0.0, 0.22403698, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23384686, 0.0, 0.08564702]
2330	49106	4	76	2	1.0	2	[0.0, 0.0, 0.31793594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12795039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22719516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2331	27078	3	108	2	0.824	18	[0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.33014306, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.08070141, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965, 0.01436965]
2332	476	61	55	2	1.0	35	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.59213352, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2333	46870	3	63	0	0.0	16	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.72053295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2334	35324	3	137	2	1.0	3	[0.0, 0.0, 0.0, 0.35729444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12363328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12561329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2335	39278	3	136	2	1.0	26	[0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.14405024, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.22205164, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.01196728, 0.15520674, 0.01196728]
2336	8691	4	113	2	1.0	2	[0.0, 0.0, 0.38204944, 0.0, 0.0, 0.1803623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10594387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2337	30604	6	68	2	1.0	35	[0.01000964, 0.01000964, 0.01000964, 0.01010258, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.57950217, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964, 0.01000964]
2338	12555	7	88	2	1.0	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31135502, 0.36671117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08588683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2339	11170	8	60	2	0.707	0	[0.36273399, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173, 0.015173]
2340	5152	5	98	2	0.844	16	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1166317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34196001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15090151, 0.0, 0.0, 0.0, 0.13128819]
2341	8622	6	83	0	0.0	32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1771092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42677122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2342	37205	10	138	2	0.933	39	[0.0, 0.0, 0.0, 0.11418553, 0.0, 0.0, 0.07390157, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07738855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07980614, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08667383, 0.0, 0.11904006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22132428, 0.0, 0.0, 0.0]
2343	10053	3	133	0	0.0	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.28133336, 0.0, 0.0, 0.18179472, 0.0, 0.0, 0.06200686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09882767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08714893]
2344	19622	8	140	0	0.0	39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06499413, 0.0, 0.0, 0.0, 0.0, 0.15130642, 0.0, 0.0764498, 0.0, 0.189596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26999092, 0.0, 0.0, 0.0]
2345	89416	3	64	0	0.0	29	[0.33194456, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35907888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2346	42234	3	139	0	0.0	10	[0.0, 0.0, 0.0, 0.0, 0.17489989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18476523, 0.0, 0.0, 0.08347918, 0.06301204, 0.0, 0.0, 0.06794915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05908711, 0.06406881, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07138626, 0.0, 0.0, 0.0]
2347	1876	3	78	3	0.475	19	[0.0, 0.0, 0.0, 0.0, 0.20253849, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25278589, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14761901, 0.0, 0.0, 0.0, 0.09746325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2348	9306	7	93	2	0.789	42	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14351977, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19814344, 0.0, 0.0, 0.0, 0.1075057, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25170243]
2349	14307	3	73	2	1.0	40	[0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.14775461, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.15758871, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.01074354, 0.26491526, 0.01074354, 0.01074354]
2350	17982	5	106	2	1.0	29	[0.0, 0.0, 0.0, 0.0, 0.14004569, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14853527, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1386378, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20364945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2351	7338	3	111	2	1.0	13	[0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.2984806, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.16303135, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385, 0.01313385]
2352	9002	5	111	2	1.0	1	[0.0, 0.24703468, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13848491, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22969903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09333912]
2353	19423	3	82	2	0.722	42	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22768129, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12988472, 0.0, 0.0, 0.0, 0.12149349, 0.0, 0.0, 0.22963102]
2354	3802	15	126	2	0.914	2	[0.0, 0.0, 0.24495664, 0.0, 0.0, 0.0, 0.16669835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11147236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05667033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15213403, 0.0, 0.0, 0.0]
2355	118889	3	107	2	1.0	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4697229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10661454, 0.10894102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2356	25868	3	91	2	0.833	37	[0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.42773679, 0.01362531, 0.01362531, 0.01362531, 0.01362531, 0.01362531]
2357	24386	3	66	2	1.0	34	[0.01096803, 0.01096803, 0.13910116, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.21996944, 0.01096803, 0.01096803, 0.01096803, 0.01096803, 0.20220815, 0.01096803, 0.01096803, 0.01096803]
2358	39046	3	86	2	1.0	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33517191, 0.16897944, 0.0, 0.19803974, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2359	2411	3	131	2	0.688	39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.09632349, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24907506, 0.07395202, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07283559, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29140773, 0.0, 0.0, 0.0]
2360	45147	5	93	0	0.0	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27049786, 0.28142461, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09164735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2361	12106	4	60	2	1.0	12	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39446652, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22906433, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2362	25406	9	138	2	0.664	39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08287485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08417051, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06405029, 0.0, 0.12285969, 0.0, 0.07256631, 0.0, 0.0, 0.34046787, 0.0, 0.0, 0.0]
2363	790	3	68	2	0.701	31	[0.0, 0.0, 0.0, 0.13618743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18146206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39853826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2364	11047	4	111	2	1.0	9	[0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.28910223, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692635, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613, 0.01692613]
2365	49128	3	100	2	1.0	39	[0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.11591323, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.01267428, 0.36444122, 0.01267428, 0.01267428, 0.01267428]
2366	49130	3	125	2	1.0	39	[0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.09280752, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.01029673, 0.2191941, 0.01029673, 0.27612898, 0.01029673, 0.01029673, 0.01029673]
2367	49129	4	104	2	0.845	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23957178, 0.0, 0.0, 0.0, 0.10311719, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13774022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17206962, 0.0, 0.0]
2368	8768	6	83	2	1.0	11	[0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.23603131, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973, 0.01818973]
2369	50819	3	87	2	0.736	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32713926, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31478697, 0.0, 0.0, 0.0]
2370	5153	4	137	2	0.694	15	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17052524, 0.0, 0.0, 0.12157486, 0.0, 0.0, 0.0, 0.30444282, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10791323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2371	24229	5	67	2	0.707	31	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43051285, 0.0, 0.0, 0.20402367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2372	31481	3	82	2	1.0	26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40719423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18746823, 0.0, 0.0, 0.0]
2373	3594	3	124	2	0.559	9	[0.0, 0.0, 0.0, 0.1182364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25957334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20521531, 0.0, 0.10188319, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2374	15317	8	92	2	0.787	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23097819, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15856081, 0.0, 0.0, 0.11409568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10560303, 0.0, 0.0, 0.11145627, 0.0, 0.0, 0.0, 0.0, 0.0]
2375	1941	5	92	2	1.0	28	[0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.20490135, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.01465124, 0.19439797, 0.01465124, 0.01465124, 0.01465124, 0.01465124]
2376	1147	29	89	2	1.0	41	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30737504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41771397, 0.0]
2377	51111	3	49	2	1.0	41	[0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.01159614, 0.20655048, 0.01159614, 0.01159614, 0.01159614, 0.31800765, 0.01159614]
2378	3262	3	140	0	0.0	34	[0.0, 0.0, 0.0, 0.09137141, 0.0, 0.0, 0.0, 0.0, 0.18035579, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10591941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2157127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15746245, 0.0, 0.0]
2379	33085	3	92	0	0.0	0	[0.17402004, 0.0, 0.0, 0.0, 0.0, 0.11841341, 0.0, 0.08927274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12918648, 0.0, 0.0, 0.10079262, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09450316, 0.0]
