user_id	post_name	u_interactions_f	u_text_f	u_sentiment_c	u_sentiment_f	u_topic_c	u_topic_o
1588	8275	4	50	0	0.0	19	[0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.27487695, 0.16846907, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.14968964, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411, 0.01017411]
1589	25597	3	77	2	1.0	14	[0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.38867593, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533, 0.01455533]
1590	31277	6	85	2	0.745	18	[0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.21133037, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.30019498, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402, 0.01191402]
1591	80838	3	132	2	0.498	32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10104605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1250823, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29917574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22663724, 0.0, 0.0, 0.0]
1592	18901	6	73	0	0.0	15	[0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.33846405, 0.01001687, 0.25084415, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687, 0.01001687]
1593	4182	3	75	2	1.0	0	[0.41952047, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27623084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1594	13909	3	84	2	1.0	41	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07458957, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.64097905, 0.0]
1595	22468	3	71	2	1.0	30	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09666372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12917069, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13806556, 0.0, 0.0, 0.15037374, 0.0, 0.1298354, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1596	1915	4	46	2	1.0	37	[0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.25487521, 0.01774107, 0.01774107, 0.01774107, 0.01774107, 0.01774107]
1597	20798	3	138	2	0.807	28	[0.16307434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.57477683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05322267, 0.0, 0.0]
1598	1142	4	117	2	0.769	32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.77647024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1599	30006	4	122	0	0.0	34	[0.0, 0.08274487, 0.0, 0.0, 0.09643538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08823462, 0.0, 0.0, 0.145245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12552175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16312444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1600	7440	6	85	2	1.0	29	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15236951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25521737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20017886, 0.0]
1601	26557	3	102	0	0.0	35	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75898689, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1602	43479	3	75	2	1.0	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48331034, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14481065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1603	5917	3	129	2	0.821	36	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24624182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.54938942, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1604	10033	6	125	0	0.0	3	[0.0, 0.0, 0.0, 0.79670167, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1605	5732	6	107	0	0.0	34	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78022856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1606	24506	4	109	0	0.0	34	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.28441757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34982553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1607	59633	3	107	2	1.0	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.54665911, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1257958, 0.0, 0.0, 0.1084091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1608	7502	3	119	2	0.856	28	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78433406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1609	58187	4	126	2	0.923	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.56774694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06294127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11469899, 0.0, 0.05964035, 0.0, 0.0, 0.0, 0.0]
1610	25430	3	133	0	0.0	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.80267429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1611	36278	4	50	0	0.0	0	[0.43184948, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20591237, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1612	6875	3	140	2	0.849	32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06838646, 0.10306779, 0.50458258, 0.0, 0.0, 0.0, 0.0, 0.10950013, 0.0, 0.0, 0.0, 0.0, 0.0]
1613	2559	5	87	0	0.0	18	[0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.21970539, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.31928557, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412, 0.01124412]
1614	9545	22	64	2	0.769	30	[0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.50452262, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708, 0.01179708]
1615	7833	5	137	0	0.0	26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.80529356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1616	92675	3	83	2	0.78	2	[0.01036477, 0.01036477, 0.5646798, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477, 0.01036477]
1617	4508	12	138	2	0.788	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6076743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20139356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1618	37459	3	137	0	0.0	39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21899807, 0.08571, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07635472, 0.0, 0.31125206, 0.06899475, 0.0, 0.0]
1619	10354	11	139	0	0.0	40	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.81087065, 0.0, 0.0]
1620	13555	5	100	2	0.879	30	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.79531986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1621	42953	3	102	0	0.0	15	[0.0, 0.0, 0.0, 0.0, 0.07154249, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.62621111, 0.0, 0.07562628, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1622	10355	13	139	2	1.0	41	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.80796421, 0.0]
1623	18576	9	140	2	0.851	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.80233294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1624	26280	3	86	2	0.758	31	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.74373496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1625	3624	5	62	2	1.0	19	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39079204, 0.0, 0.0, 0.0, 0.0, 0.10910031, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0977795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15795995]
1626	24305	3	95	0	0.0	27	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14470653, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13646239, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12368167, 0.0, 0.29924124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1627	56314	3	59	2	1.0	37	[0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.32463679, 0.01175286, 0.01175286, 0.01175286, 0.01175286, 0.19349594]
1628	6577	3	49	2	0.682	0	[0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581]
1629	1469	28	49	2	1.0	31	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17201364, 0.0, 0.0, 0.54281431, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1630	38813	3	54	2	1.0	11	[0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.37898469, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.1668494, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722, 0.01107722]
1631	2867	6	117	0	0.0	32	[0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.54066443, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656, 0.01093656]
1632	13083	3	137	0	0.0	32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.79568738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03109314, 0.0]
1633	676	3	78	2	0.82	40	[0.0102239, 0.1214381, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.0102239, 0.45938212, 0.0102239, 0.0102239]
1634	10343	5	118	0	0.0	2	[0.0, 0.0, 0.41394556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14077108, 0.0, 0.0, 0.0, 0.0, 0.23299018, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1635	3601	3	89	2	1.0	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10406344, 0.0, 0.0, 0.0, 0.0, 0.34920099, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16343132, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1636	13914	3	116	0	0.0	34	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.74385524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1637	14429	4	86	2	1.0	3	[0.0105212, 0.0105212, 0.0105212, 0.55810976, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212, 0.0105212]
1638	10108	17	69	2	0.69	20	[0.14124408, 0.0, 0.11548204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48436943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1639	18902	5	101	0	0.0	4	[0.0, 0.0, 0.0, 0.0, 0.77867955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1640	58743	7	69	2	1.0	31	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15350887, 0.10402818, 0.0, 0.47976419, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
